时间,次数,架号,检测值
2022-11-02 13:04:15.185747,8,4,18525914
2022-11-02 13:04:15.321680,71,1,18528595
2022-11-02 13:04:15.538574,72,1,18533171
2022-11-02 13:04:15.709489,8,5,18536954
2022-11-02 13:04:15.730479,73,1,18537501
2022-11-02 13:04:15.922384,74,1,18541975
2022-11-02 13:04:16.110292,75,1,18546302
2022-11-02 13:04:16.124285,20,3,18546682
2022-11-02 13:04:16.302198,76,1,18550822
2022-11-02 13:04:16.493105,77,1,18555164
2022-11-02 13:04:16.677014,78,1,18559693
2022-11-02 13:04:16.863924,79,1,18564029
2022-11-02 13:04:17.053829,80,1,18568557
2022-11-02 13:04:17.239738,81,1,18572887
2022-11-02 13:04:17.431645,82,1,18577413
2022-11-02 13:04:17.617552,83,1,18581753
2022-11-02 13:04:17.810457,84,1,18586282
2022-11-02 13:04:17.871428,9,4,18587792
2022-11-02 13:04:17.992367,85,1,18590621
2022-11-02 13:04:18.183274,86,1,18595142
2022-11-02 13:04:18.211260,37,2,18595707
2022-11-02 13:04:18.232250,19,6,9078.2119140625
2022-11-02 13:04:18.331201,9,5,18598533
2022-11-02 13:04:18.368183,87,1,18599474
2022-11-02 13:04:18.392171,38,2,18600039
2022-11-02 13:04:18.563088,88,1,18604000
2022-11-02 13:04:18.586076,39,2,18604567
2022-11-02 13:04:18.624057,20,6,9031.775390625
2022-11-02 13:04:18.747996,89,1,18608340
2022-11-02 13:04:18.761990,21,3,18608720
2022-11-02 13:04:18.770985,40,2,18608908
2022-11-02 13:04:18.932907,90,1,18612677
2022-11-02 13:04:18.962894,41,2,18613433
2022-11-02 13:04:18.994875,21,6,9034.3623046875
2022-11-02 13:04:19.121813,91,1,18617203
2022-11-02 13:04:19.148799,42,2,18617769
2022-11-02 13:04:19.169790,22,6,9035.7998046875
2022-11-02 13:04:19.307723,92,1,18621532
2022-11-02 13:04:19.340705,43,2,18622287
2022-11-02 13:04:19.361695,23,6,9036.38671875
2022-11-02 13:04:19.500627,93,1,18626055
2022-11-02 13:04:19.524616,44,2,18626623
2022-11-02 13:04:19.549604,24,6,9037.0751953125
2022-11-02 13:04:19.716521,45,2,18631152
2022-11-02 13:04:19.739509,25,6,9038.3369140625
2022-11-02 13:04:19.876442,94,1,18634920
2022-11-02 13:04:19.901430,46,2,18635488
2022-11-02 13:04:19.925418,26,6,9039.88671875
2022-11-02 13:04:20.084340,47,2,18639824
2022-11-02 13:04:20.123321,27,6,9041.7119140625
2022-11-02 13:04:20.280244,48,2,18644340
2022-11-02 13:04:20.302235,28,6,9043.7001953125
2022-11-02 13:04:20.460155,49,2,18648669
2022-11-02 13:04:20.495138,29,6,9045.662109375
2022-11-02 13:04:20.503134,10,4,18649612
2022-11-02 13:04:20.670052,50,2,18653380
2022-11-02 13:04:20.678048,30,6,9046.3623046875
2022-11-02 13:04:20.838971,51,2,18657526
2022-11-02 13:04:20.856962,95,1,18657901
2022-11-02 13:04:20.865957,31,6,9045.7998046875
2022-11-02 13:04:20.950914,10,5,18660163
2022-11-02 13:04:21.030878,52,2,18662044
2022-11-02 13:04:21.054864,32,6,9047.1123046875
2022-11-02 13:04:21.213785,53,2,18666371
2022-11-02 13:04:21.239773,33,6,9046.6748046875
2022-11-02 13:04:21.393698,22,3,18670505
2022-11-02 13:04:21.411690,54,2,18670879
2022-11-02 13:04:21.434678,34,6,9047.599609375
2022-11-02 13:04:21.593599,55,2,18675201
2022-11-02 13:04:21.616587,35,6,9048.0498046875
2022-11-02 13:04:21.784504,56,2,18679717
2022-11-02 13:04:21.817489,36,6,9048.287109375
2022-11-02 13:04:21.969414,57,2,18684038
2022-11-02 13:04:21.993402,37,6,9049.13671875
2022-11-02 13:04:22.155322,58,2,18688360
2022-11-02 13:04:22.172314,96,1,18688545
2022-11-02 13:04:22.185307,38,6,9050.1865234375
2022-11-02 13:04:22.347228,59,2,18692861
2022-11-02 13:04:22.539134,60,2,18697355
2022-11-02 13:04:22.723043,61,2,18701671
2022-11-02 13:04:22.748031,39,6,9050.7119140625
2022-11-02 13:04:22.914957,62,2,18706174
2022-11-02 13:04:22.938937,40,6,9051.26171875
2022-11-02 13:04:23.100861,63,2,18710484
2022-11-02 13:04:23.122847,41,6,9051.88671875
2022-11-02 13:04:23.155831,11,4,18711798
2022-11-02 13:04:23.284768,64,2,18714791
2022-11-02 13:04:23.315752,42,6,9052.5615234375
2022-11-02 13:04:23.477675,97,1,18719276
2022-11-02 13:04:23.480673,65,2,18719277
2022-11-02 13:04:23.501662,43,6,9052.9365234375
2022-11-02 13:04:23.595615,11,5,18722079
2022-11-02 13:04:23.661583,66,2,18723574
2022-11-02 13:04:23.686571,44,6,9052.125
2022-11-02 13:04:23.852489,67,2,18728067
2022-11-02 13:04:23.880476,45,6,9052.625
2022-11-02 13:04:24.029402,23,3,18732181
2022-11-02 13:04:24.037398,68,2,18732368
2022-11-02 13:04:24.060386,46,6,9051.025390625
2022-11-02 13:04:24.221307,69,2,18736666
2022-11-02 13:04:24.254291,47,6,9051.0
2022-11-02 13:04:24.422210,70,2,18741144
2022-11-02 13:04:24.441200,48,6,9050.9873046875
2022-11-02 13:04:24.601121,71,2,18745431
2022-11-02 13:04:24.639102,49,6,9050.1123046875
2022-11-02 13:04:24.792027,98,1,18749906
2022-11-02 13:04:24.792027,72,2,18749907
2022-11-02 13:04:24.815016,50,6,9049.900390625
2022-11-02 13:04:24.978937,73,2,18754201
2022-11-02 13:04:25.007922,51,6,9049.662109375
2022-11-02 13:04:25.166843,74,2,18758692
2022-11-02 13:04:25.192830,52,6,9049.3369140625
2022-11-02 13:04:25.353751,75,2,18763073
2022-11-02 13:04:25.377739,53,6,9048.4248046875
2022-11-02 13:04:25.527666,76,2,18767403
2022-11-02 13:04:25.555654,54,6,9048.4365234375
2022-11-02 13:04:25.696582,77,2,18771719
2022-11-02 13:04:25.721570,55,6,9048.412109375
2022-11-02 13:04:25.755554,12,4,18773212
2022-11-02 13:04:25.857503,78,2,18776055
2022-11-02 13:04:25.889488,56,6,9048.150390625
2022-11-02 13:04:26.019425,99,1,18780599
2022-11-02 13:04:26.021425,79,2,18780600
2022-11-02 13:04:26.043414,57,6,9048.162109375
2022-11-02 13:04:26.139365,12,5,18784152
2022-11-02 13:04:26.162354,80,2,18784875
2022-11-02 13:04:26.185343,58,6,9049.8369140625
2022-11-02 13:04:26.306284,81,2,18789318
2022-11-02 13:04:26.446215,82,2,18793668
2022-11-02 13:04:26.452213,24,3,18793926
2022-11-02 13:04:26.468205,59,6,9052.5
2022-11-02 13:04:26.579149,83,2,18798175
2022-11-02 13:04:26.596141,60,6,9051.8369140625
2022-11-02 13:04:26.716082,84,2,18802564
2022-11-02 13:04:26.724078,61,6,9052.2373046875
2022-11-02 13:04:26.836025,85,2,18807092
2022-11-02 13:04:26.954965,100,1,18811455
2022-11-02 13:04:26.955964,86,2,18811458
2022-11-02 13:04:26.971957,62,6,9050.2373046875
2022-11-02 13:04:27.069910,87,2,18815637
2022-11-02 13:04:27.086902,63,6,9049.900390625
2022-11-02 13:04:27.186853,88,2,18820228
2022-11-02 13:04:27.195846,64,6,9048.7119140625
2022-11-02 13:04:27.302795,89,2,18824633
2022-11-02 13:04:27.405743,90,2,18828816
2022-11-02 13:04:27.419736,65,6,9050.037109375
2022-11-02 13:04:27.519689,91,2,18833420
2022-11-02 13:04:27.527685,66,6,9049.224609375
2022-11-02 13:04:27.551673,13,4,18834756
2022-11-02 13:04:27.621637,92,2,18837788
2022-11-02 13:04:27.628634,67,6,9049.4248046875
2022-11-02 13:04:27.724586,93,2,18842243
2022-11-02 13:04:27.733582,68,6,9050.4365234375
2022-11-02 13:04:27.821539,94,2,18846436
2022-11-02 13:04:27.822539,13,5,18846084
2022-11-02 13:04:27.925487,95,2,18851068
2022-11-02 13:04:27.934483,69,6,9051.75
2022-11-02 13:04:28.022440,96,2,18855408
2022-11-02 13:04:28.030437,25,3,18855774
2022-11-02 13:04:28.031436,70,6,9051.7998046875
2022-11-02 13:04:28.120393,97,2,18859795
2022-11-02 13:04:28.129389,71,6,9051.9501953125
2022-11-02 13:04:28.221342,98,2,18864223
2022-11-02 13:04:28.302303,101,1,18868297
2022-11-02 13:04:28.313298,99,2,18868672
2022-11-02 13:04:28.319294,72,6,9051.525390625
2022-11-02 13:04:28.399255,100,2,18872782
2022-11-02 13:04:28.425242,73,6,9050.8369140625
2022-11-02 13:04:28.496208,101,2,18877268
2022-11-02 13:04:28.504204,74,6,9048.9501953125
2022-11-02 13:04:28.592160,102,2,18881757
2022-11-02 13:04:28.600156,75,6,9042.775390625
2022-11-02 13:04:28.688113,103,2,18886243
2022-11-02 13:04:28.694110,76,6,9037.150390625
2022-11-02 13:04:28.875021,104,2,18894836
2022-11-02 13:04:28.881018,77,6,9036.5615234375
2022-11-02 13:04:28.895011,14,4,18895961
2022-11-02 13:04:28.967975,105,2,18899330
2022-11-02 13:04:28.978970,78,6,9032.724609375
2022-11-02 13:04:29.063929,106,2,18903446
2022-11-02 13:04:29.074924,79,6,9030.349609375
2022-11-02 13:04:29.147888,14,5,18907562
2022-11-02 13:04:29.151885,107,2,18907934
2022-11-02 13:04:29.159881,80,6,9028.025390625
2022-11-02 13:04:29.247838,108,2,18912427
2022-11-02 13:04:29.267828,81,6,9026.51171875
2022-11-02 13:04:29.345792,109,2,18916907
2022-11-02 13:04:29.352788,26,3,18917283
2022-11-02 13:04:29.354788,82,6,9025.1865234375
2022-11-02 13:04:29.434746,110,2,18921027
2022-11-02 13:04:29.450738,83,6,9024.125
2022-11-02 13:04:29.528700,111,2,18925519
2022-11-02 13:04:29.625654,112,2,18930014
2022-11-02 13:04:29.636648,84,6,9022.912109375
2022-11-02 13:04:29.722605,113,2,18934508
2022-11-02 13:04:29.736598,85,6,9021.849609375
2022-11-02 13:04:29.810562,114,2,18938621
2022-11-02 13:04:29.817558,86,6,9019.8251953125
2022-11-02 13:04:29.907514,115,2,18943108
2022-11-02 13:04:29.913511,87,6,9018.7119140625
2022-11-02 13:04:30.003468,116,2,18947604
2022-11-02 13:04:30.011463,88,6,9015.3369140625
2022-11-02 13:04:30.093422,117,2,18951728
2022-11-02 13:04:30.188376,118,2,18956221
2022-11-02 13:04:30.204368,89,6,9016.099609375
2022-11-02 13:04:30.210365,15,4,18957350
2022-11-02 13:04:30.282330,119,2,18960719
2022-11-02 13:04:30.291325,90,6,9015.7119140625
2022-11-02 13:04:30.379284,120,2,18965206
2022-11-02 13:04:30.395277,91,6,9017.724609375
2022-11-02 13:04:30.458243,15,5,18968951
2022-11-02 13:04:30.475235,121,2,18969701
2022-11-02 13:04:30.483231,92,6,9016.2001953125
2022-11-02 13:04:30.563192,122,2,18973822
2022-11-02 13:04:30.571188,93,6,9013.5615234375
2022-11-02 13:04:30.660144,123,2,18978324
2022-11-02 13:04:30.666141,27,3,18978699
2022-11-02 13:04:30.666141,94,6,9012.2998046875
2022-11-02 13:04:30.760097,124,2,18982822
2022-11-02 13:04:30.768092,95,6,9011.474609375
2022-11-02 13:04:30.844054,125,2,18986942
2022-11-02 13:04:30.942005,126,2,18991432
2022-11-02 13:04:30.951001,96,6,9011.2001953125
2022-11-02 13:04:31.038960,127,2,18995929
2022-11-02 13:04:31.045957,97,6,9014.525390625
2022-11-02 13:04:31.220868,128,2,19004556
2022-11-02 13:04:31.227865,98,6,9016.51171875
2022-11-02 13:04:31.533715,16,4,19019175
2022-11-02 13:04:31.712629,129,2,19027425
2022-11-02 13:04:31.742614,99,6,9122.162109375
2022-11-02 13:04:31.774597,16,5,19030429
2022-11-02 13:04:31.997487,28,3,19040919
2022-11-02 13:04:32.367306,130,2,19058183
2022-11-02 13:04:32.390294,100,6,9229.9619140625
2022-11-02 13:04:32.848069,17,4,19080688
2022-11-02 13:04:33.023982,131,2,19088929
2022-11-02 13:04:33.049970,101,6,9231.349609375
2022-11-02 13:04:33.097948,17,5,19092301
2022-11-02 13:04:33.314841,29,3,19102433
2022-11-02 13:04:33.681659,132,2,19119673
2022-11-02 13:04:33.706647,102,6,9231.599609375
2022-11-02 13:04:34.165424,18,4,19142166
2022-11-02 13:04:34.342337,133,2,19150410
2022-11-02 13:04:34.411301,18,5,19153794
2022-11-02 13:04:34.620199,102,1,19163514
2022-11-02 13:04:34.627195,30,3,19163895
2022-11-02 13:04:34.997013,134,2,19181135
2022-11-02 13:04:35.021001,103,6,9232.38671875
2022-11-02 13:04:35.479778,19,4,19203606
2022-11-02 13:04:35.733651,19,5,19214827
2022-11-02 13:04:35.943548,31,3,19225306
2022-11-02 13:04:36.217415,135,2,19238014
2022-11-02 13:04:36.231409,104,6,9230.9248046875
2022-11-02 13:04:36.803129,20,4,19265315
2022-11-02 13:04:37.034012,20,5,19276158
2022-11-02 13:04:37.067996,103,1,19277648
2022-11-02 13:04:37.258902,32,3,19286610
2022-11-02 13:04:37.740665,136,2,19309014
2022-11-02 13:04:38.125476,21,4,19326942
2022-11-02 13:04:38.349368,21,5,19337382
2022-11-02 13:04:38.566260,33,3,19347460
2022-11-02 13:04:39.437831,22,4,19388099
2022-11-02 13:04:39.511795,104,1,19391457
2022-11-02 13:04:39.674718,22,5,19398547
2022-11-02 13:04:39.879615,34,3,19408602
2022-11-02 13:04:40.087512,137,2,19418292
2022-11-02 13:04:40.755186,23,4,19449223
2022-11-02 13:04:40.978076,23,5,19459641
2022-11-02 13:04:41.202965,35,3,19470081
2022-11-02 13:04:41.956594,105,1,19505084
2022-11-02 13:04:42.077535,24,4,19510671
2022-11-02 13:04:42.294430,24,5,19520735
2022-11-02 13:04:42.516319,36,3,19531153
2022-11-02 13:04:42.532311,138,2,19531892
2022-11-02 13:04:42.559298,105,6,9221.912109375
2022-11-02 13:04:43.391889,25,4,19571753
2022-11-02 13:04:43.623776,25,5,19582172
2022-11-02 13:04:43.840670,37,3,19592611
2022-11-02 13:04:44.392397,106,1,19618302
2022-11-02 13:04:44.705244,26,4,19632829
2022-11-02 13:04:44.929134,26,5,19643267
2022-11-02 13:04:44.977110,139,2,19645496
2022-11-02 13:04:45.001098,106,6,9202.724609375
2022-11-02 13:04:45.155023,38,3,19653688
2022-11-02 13:04:46.020597,27,4,19693927
2022-11-02 13:04:46.245488,27,5,19704350
2022-11-02 13:04:46.469377,39,3,19714787
2022-11-02 13:04:46.841195,107,1,19731912
2022-11-02 13:04:47.335965,28,4,19755011
2022-11-02 13:04:47.431904,140,2,19759112
2022-11-02 13:04:47.439900,107,6,9183.974609375
2022-11-02 13:04:47.559841,28,5,19765452
2022-11-02 13:04:47.794726,40,3,19775879
2022-11-02 13:04:48.649306,29,4,10433
2022-11-02 13:04:48.884191,29,5,20856
2022-11-02 13:04:49.110080,41,3,31663
2022-11-02 13:04:49.283994,108,1,39856
2022-11-02 13:04:49.871707,141,2,67049
2022-11-02 13:04:49.965660,30,4,71511
2022-11-02 13:04:50.196546,30,5,82324
2022-11-02 13:04:50.416439,42,3,92376
2022-11-02 13:04:51.288010,31,4,132975
2022-11-02 13:04:51.520896,31,5,143768
2022-11-02 13:04:51.730792,109,1,153451
2022-11-02 13:04:51.736789,43,3,153830
2022-11-02 13:04:52.308509,142,2,180268
2022-11-02 13:04:52.611360,32,4,194414
2022-11-02 13:04:52.845245,32,5,204851
2022-11-02 13:04:53.054142,44,3,214903
2022-11-02 13:04:53.934711,33,4,255878
2022-11-02 13:04:54.159599,33,5,266306
2022-11-02 13:04:54.176592,110,1,267044
2022-11-02 13:04:54.390485,45,3,277111
2022-11-02 13:04:54.751308,143,2,293870
2022-11-02 13:04:55.260060,34,4,317351
2022-11-02 13:04:55.482949,34,5,327801
2022-11-02 13:04:55.705839,46,3,338236
2022-11-02 13:04:56.581409,35,4,378522
2022-11-02 13:04:56.620390,111,1,380756
2022-11-02 13:04:56.798303,35,5,388962
2022-11-02 13:04:57.020194,47,3,399416
2022-11-02 13:04:57.200106,144,2,407629
2022-11-02 13:04:57.885768,36,4,439736
2022-11-02 13:04:58.119653,36,5,450581
2022-11-02 13:04:58.336547,48,3,460663
2022-11-02 13:04:59.067188,112,1,494670
2022-11-02 13:04:59.204123,37,4,501037
2022-11-02 13:04:59.435007,37,5,511879
2022-11-02 13:04:59.643905,145,2,521608
2022-11-02 13:04:59.650901,49,3,521986
2022-11-02 13:04:59.666893,108,6,9181.400390625
2022-11-02 13:05:00.517477,38,4,562400
2022-11-02 13:05:00.757358,38,5,573266
2022-11-02 13:05:00.967255,50,3,583377
2022-11-02 13:05:01.510988,113,1,608849
2022-11-02 13:05:01.838826,39,4,623845
2022-11-02 13:05:02.080709,39,5,635459
2022-11-02 13:05:02.091703,146,2,635830
2022-11-02 13:05:02.280609,51,3,644834
2022-11-02 13:05:03.146184,40,4,685325
2022-11-02 13:05:03.396063,40,5,696964
2022-11-02 13:05:03.437043,52,3,698840
2022-11-02 13:05:03.962782,114,1,723217
2022-11-02 13:05:04.480530,41,4,747608
2022-11-02 13:05:04.531503,147,2,750231
2022-11-02 13:05:04.551493,109,6,9188.5615234375
2022-11-02 13:05:04.719412,41,5,758854
2022-11-02 13:05:05.802880,42,4,809132
2022-11-02 13:05:05.834865,53,3,811010
2022-11-02 13:05:06.001781,54,3,818895
2022-11-02 13:05:06.025769,42,5,820023
2022-11-02 13:05:06.177695,55,3,827155
2022-11-02 13:05:06.354609,56,3,835400
2022-11-02 13:05:06.392589,115,1,837271
2022-11-02 13:05:06.523526,57,3,843284
2022-11-02 13:05:06.699439,58,3,851539
2022-11-02 13:05:06.875352,59,3,859786
2022-11-02 13:05:06.980301,148,2,864666
2022-11-02 13:05:06.994293,110,6,9200.349609375
2022-11-02 13:05:07.050266,60,3,868044
2022-11-02 13:05:07.113235,43,4,871046
2022-11-02 13:05:07.138224,61,3,872176
2022-11-02 13:05:07.237175,62,3,876678
2022-11-02 13:05:07.331128,63,3,881170
2022-11-02 13:05:07.348119,43,5,881919
2022-11-02 13:05:07.420085,64,3,885296
2022-11-02 13:05:07.518037,65,3,889803
2022-11-02 13:05:07.612989,66,3,894305
2022-11-02 13:05:07.707943,67,3,898809
2022-11-02 13:05:07.796901,68,3,902934
2022-11-02 13:05:07.891852,69,3,907429
2022-11-02 13:05:07.988805,70,3,911934
2022-11-02 13:05:08.084758,71,3,916439
2022-11-02 13:05:08.172715,72,3,920564
2022-11-02 13:05:08.271667,73,3,925065
2022-11-02 13:05:08.429588,44,4,932558
2022-11-02 13:05:08.662474,44,5,943445
2022-11-02 13:05:08.830391,116,1,951313
2022-11-02 13:05:08.862375,74,3,952817
2022-11-02 13:05:08.958329,75,3,957310
2022-11-02 13:05:09.048284,76,3,961441
2022-11-02 13:05:09.144238,77,3,965943
2022-11-02 13:05:09.241191,78,3,970445
2022-11-02 13:05:09.327147,79,3,974569
2022-11-02 13:05:09.425099,149,2,979062
2022-11-02 13:05:09.439092,111,6,9215.349609375
2022-11-02 13:05:09.751939,45,4,994066
2022-11-02 13:05:09.978827,45,5,1004930
2022-11-02 13:05:11.060296,46,4,1055547
2022-11-02 13:05:11.283186,117,1,1066041
2022-11-02 13:05:11.291182,46,5,1066428
2022-11-02 13:05:11.869898,150,2,1093406
2022-11-02 13:05:11.886890,112,6,9224.13671875
2022-11-02 13:05:12.376649,47,4,1117025
2022-11-02 13:05:12.615532,47,5,1128258
2022-11-02 13:05:13.529083,48,4,1170993
2022-11-02 13:05:13.737980,118,1,1180345
2022-11-02 13:05:13.928886,48,5,1189734
2022-11-02 13:05:14.306701,151,2,1207339
2022-11-02 13:05:14.321693,113,6,9224.912109375
2022-11-02 13:05:14.682516,80,3,1224951
2022-11-02 13:05:14.789464,81,3,1229446
2022-11-02 13:05:14.869426,82,3,1233576
2022-11-02 13:05:14.963378,83,3,1238074
2022-11-02 13:05:15.062330,84,3,1242574
2022-11-02 13:05:15.157284,85,3,1247072
2022-11-02 13:05:15.245240,49,5,1251188
2022-11-02 13:05:15.252237,86,3,1251558
2022-11-02 13:05:15.351188,87,3,1255684
