时间,次数,架号,检测值
2022-11-04 13:06:22.653182,59,3,701686
2022-11-04 13:06:22.728027,43,2,704104
2022-11-04 13:06:22.861755,44,2,708676
2022-11-04 13:06:22.989497,45,2,712970
2022-11-04 13:06:23.048375,13,5,714579
2022-11-04 13:06:23.084302,42,4,716192
2022-11-04 13:06:23.129213,46,2,717536
2022-11-04 13:06:23.182103,60,3,719418
2022-11-04 13:06:23.264935,47,2,721836
2022-11-04 13:06:23.380699,48,2,726138
2022-11-04 13:06:23.518420,49,2,730703
2022-11-04 13:06:23.615221,43,4,733926
2022-11-04 13:06:23.648156,50,2,734995
2022-11-04 13:06:23.712026,61,3,737141
2022-11-04 13:06:23.781883,51,2,739547
2022-11-04 13:06:23.914613,52,2,743841
2022-11-04 13:06:24.038360,53,2,748136
2022-11-04 13:06:24.142149,44,4,751624
2022-11-04 13:06:24.181071,54,2,752695
2022-11-04 13:06:24.237953,62,3,754840
2022-11-04 13:06:24.302821,55,2,756983
2022-11-04 13:06:24.438545,56,2,761532
2022-11-04 13:06:24.574268,57,2,765813
2022-11-04 13:06:24.670075,45,4,769299
2022-11-04 13:06:24.707000,58,2,770098
2022-11-04 13:06:24.768874,63,3,772511
2022-11-04 13:06:24.832743,59,2,774654
2022-11-04 13:06:24.869667,14,5,775996
2022-11-04 13:06:24.959485,60,2,778937
2022-11-04 13:06:25.095208,61,2,783480
2022-11-04 13:06:25.193011,46,4,786687
2022-11-04 13:06:25.224946,62,2,787756
2022-11-04 13:06:25.286818,64,3,789892
2022-11-04 13:06:25.350688,63,2,792032
2022-11-04 13:06:25.491403,64,2,796576
2022-11-04 13:06:25.615149,65,2,800850
2022-11-04 13:06:25.720936,47,4,804325
2022-11-04 13:06:25.761853,66,2,805391
2022-11-04 13:06:25.815743,65,3,807528
2022-11-04 13:06:25.878613,67,2,809661
2022-11-04 13:06:26.016335,68,2,814194
2022-11-04 13:06:26.144072,69,2,818464
2022-11-04 13:06:26.255847,48,4,821937
2022-11-04 13:06:26.270816,70,2,822735
2022-11-04 13:06:26.343666,66,3,825136
2022-11-04 13:06:26.408534,71,2,827266
2022-11-04 13:06:26.537273,72,2,831533
2022-11-04 13:06:26.671997,73,2,836060
2022-11-04 13:06:26.720898,15,5,837659
2022-11-04 13:06:26.777784,49,4,839521
2022-11-04 13:06:26.803733,74,2,840319
2022-11-04 13:06:26.873587,67,3,842723
2022-11-04 13:06:26.935461,75,2,844587
2022-11-04 13:06:27.062203,76,2,849114
2022-11-04 13:06:27.200921,77,2,853374
2022-11-04 13:06:27.297725,50,4,856836
2022-11-04 13:06:27.311696,110,1,857366
2022-11-04 13:06:27.327663,78,2,857893
2022-11-04 13:06:27.408498,68,3,860288
2022-11-04 13:06:27.456400,79,2,862148
2022-11-04 13:06:27.584141,80,2,866404
2022-11-04 13:06:27.719864,81,2,870945
2022-11-04 13:06:27.825649,51,4,874451
2022-11-04 13:06:27.849600,82,2,875266
2022-11-04 13:06:27.921454,69,3,877740
2022-11-04 13:06:27.976342,83,2,879688
2022-11-04 13:06:28.096099,84,2,883939
2022-11-04 13:06:28.215854,85,2,888315
2022-11-04 13:06:28.312657,52,4,891910
2022-11-04 13:06:28.337607,86,2,892820
2022-11-04 13:06:28.401476,70,3,895275
2022-11-04 13:06:28.450377,87,2,897128
2022-11-04 13:06:28.498279,16,5,899015
2022-11-04 13:06:28.546185,111,1,900589
2022-11-04 13:06:28.562150,88,2,901546
2022-11-04 13:06:28.674921,89,2,906062
2022-11-04 13:06:28.760745,53,4,909353
2022-11-04 13:06:28.839584,71,3,913024
2022-11-04 13:06:28.884494,90,2,914720
2022-11-04 13:06:28.993271,91,2,919542
2022-11-04 13:06:29.090074,92,2,923755
2022-11-04 13:06:29.161928,54,4,926968
2022-11-04 13:06:29.184881,93,2,928046
2022-11-04 13:06:29.241765,72,3,930580
2022-11-04 13:06:29.296654,94,2,932768
2022-11-04 13:06:29.388467,95,2,937186
2022-11-04 13:06:29.472296,96,2,941270
2022-11-04 13:06:29.533172,112,1,943874
2022-11-04 13:06:29.545148,55,4,944630
2022-11-04 13:06:29.574091,97,2,945739
2022-11-04 13:06:29.618000,73,3,947981
2022-11-04 13:06:29.667899,98,2,950218
2022-11-04 13:06:29.752725,99,2,954319
2022-11-04 13:06:29.849528,100,2,958787
2022-11-04 13:06:29.892441,17,5,960652
2022-11-04 13:06:29.930365,56,4,962146
2022-11-04 13:06:29.954316,101,2,963266
2022-11-04 13:06:30.042136,102,2,967742
2022-11-04 13:06:30.129957,103,2,971844
2022-11-04 13:06:30.226762,104,2,976320
2022-11-04 13:06:30.296618,57,4,979680
2022-11-04 13:06:30.315579,74,3,980420
2022-11-04 13:06:30.337535,105,2,980796
2022-11-04 13:06:30.409388,106,2,984883
2022-11-04 13:06:30.595012,107,2,993473
2022-11-04 13:06:30.673850,58,4,997212
2022-11-04 13:06:31.011163,75,3,1012876
2022-11-04 13:06:31.058067,108,2,1015122
2022-11-04 13:06:31.059065,59,4,1014750
2022-11-04 13:06:31.212754,18,5,1022222
2022-11-04 13:06:31.387398,113,1,1029677
2022-11-04 13:06:31.426317,60,4,1032298
2022-11-04 13:06:31.706747,76,3,1045376
2022-11-04 13:06:32.178785,61,4,1067427
2022-11-04 13:06:32.418285,77,3,1077897
2022-11-04 13:06:32.554994,62,4,1084997
2022-11-04 13:06:32.932195,63,4,1102590
2022-11-04 13:06:33.094851,78,3,1110070
2022-11-04 13:06:33.307399,64,4,1120183
2022-11-04 13:06:33.645682,19,5,1135908
2022-11-04 13:06:33.685597,65,4,1137779
2022-11-04 13:06:33.716532,109,2,1139278
2022-11-04 13:06:33.781395,114,1,1142271
2022-11-04 13:06:33.788380,79,3,1142658
2022-11-04 13:06:34.058806,66,4,1155388
2022-11-04 13:06:34.437005,67,4,1173006
2022-11-04 13:06:34.504863,80,3,1175255
2022-11-04 13:06:34.651550,110,2,1183112
2022-11-04 13:06:34.814208,68,4,1190618
2022-11-04 13:06:35.171447,81,3,1207479
2022-11-04 13:06:35.190407,69,4,1208232
2022-11-04 13:06:35.555633,82,3,1225112
2022-11-04 13:06:35.564614,70,4,1225484
2022-11-04 13:06:35.588563,111,2,1226985
2022-11-04 13:06:35.927847,83,3,1242730
2022-11-04 13:06:35.934830,71,4,1243106
2022-11-04 13:06:36.064555,20,5,1249110
2022-11-04 13:06:36.224218,115,1,1256596
2022-11-04 13:06:36.300055,84,3,1260348
2022-11-04 13:06:36.309036,72,4,1260725
2022-11-04 13:06:36.527573,112,2,1270850
2022-11-04 13:06:36.677268,85,3,1277593
2022-11-04 13:06:36.686236,73,4,1278344
2022-11-04 13:06:37.044477,86,3,1295214
2022-11-04 13:06:37.054456,74,4,1295588
2022-11-04 13:06:37.431656,87,3,1312823
2022-11-04 13:06:37.432654,75,4,1313202
2022-11-04 13:06:37.463589,113,2,1314696
2022-11-04 13:06:37.797880,88,3,1330425
2022-11-04 13:06:37.806861,76,4,1330800
2022-11-04 13:06:38.178076,89,3,1348031
2022-11-04 13:06:38.185061,77,4,1348409
2022-11-04 13:06:38.487418,21,5,1362631
2022-11-04 13:06:38.547293,90,3,1365252
2022-11-04 13:06:38.562262,78,4,1366003
2022-11-04 13:06:38.673026,116,1,1370866
2022-11-04 13:06:38.919503,91,3,1382832
2022-11-04 13:06:38.935469,79,4,1383581
2022-11-04 13:06:39.312671,114,2,1400779
2022-11-04 13:06:39.314666,92,3,1400407
2022-11-04 13:06:39.316662,80,4,1400781
2022-11-04 13:06:39.664922,93,3,1417608
2022-11-04 13:06:39.680890,81,4,1418356
2022-11-04 13:06:40.377413,82,4,1450847
2022-11-04 13:06:40.912279,22,5,1475856
2022-11-04 13:06:41.066950,83,4,1482943
2022-11-04 13:06:41.112853,117,1,1485183
2022-11-04 13:06:41.712581,115,2,1513144
2022-11-04 13:06:41.760480,84,4,1515383
2022-11-04 13:06:42.450020,85,4,1547417
2022-11-04 13:06:43.147541,86,4,1579806
2022-11-04 13:06:43.346119,23,5,1588368
2022-11-04 13:06:43.553678,118,1,1598778
2022-11-04 13:06:43.843065,87,4,1612179
2022-11-04 13:06:44.147420,116,2,1626299
2022-11-04 13:06:44.530608,88,4,1644160
2022-11-04 13:06:45.225135,89,4,1676503
2022-11-04 13:06:45.602336,90,4,1693985
2022-11-04 13:06:45.763993,24,5,1701413
2022-11-04 13:06:45.986521,91,4,1711457
2022-11-04 13:06:45.995503,119,1,1712199
2022-11-04 13:06:46.354741,92,4,1728925
2022-11-04 13:06:46.587248,117,2,1739715
2022-11-04 13:06:46.732939,93,4,1746399
2022-11-04 13:06:47.108144,94,4,1763886
2022-11-04 13:06:47.483349,95,4,1781369
2022-11-04 13:06:47.860549,96,4,1798846
2022-11-04 13:06:48.212802,25,5,1815225
2022-11-04 13:06:48.235753,97,4,1816340
2022-11-04 13:06:48.435330,120,1,1825634
2022-11-04 13:06:48.612955,98,4,1833832
2022-11-04 13:06:48.990154,99,4,1851326
2022-11-04 13:06:49.036057,118,2,1853563
2022-11-04 13:06:49.369352,100,4,1868824
2022-11-04 13:06:49.741561,101,4,1886338
2022-11-04 13:06:50.646644,26,5,1928072
2022-11-04 13:06:50.876156,121,1,1939247
2022-11-04 13:06:51.479879,119,2,1967215
2022-11-04 13:06:53.070504,27,5,2041488
2022-11-04 13:06:53.320976,122,1,2053064
2022-11-04 13:06:53.923697,120,2,2081079
2022-11-04 13:06:54.267968,28,5,2097144
2022-11-04 13:06:55.184024,29,5,2139746
2022-11-04 13:06:55.762800,123,1,2167040
2022-11-04 13:06:55.777765,30,5,2167788
2022-11-04 13:06:56.087110,31,5,2181640
2022-11-04 13:06:56.121038,32,5,2183876
2022-11-04 13:06:56.136006,33,5,2184247
2022-11-04 13:06:56.160953,34,5,2185368
2022-11-04 13:06:56.249765,35,5,2189850
2022-11-04 13:06:56.343566,36,5,2194341
2022-11-04 13:06:56.359532,121,2,2195088
2022-11-04 13:06:56.442358,37,5,2198462
2022-11-04 13:06:56.489257,38,5,2200707
2022-11-04 13:06:56.498238,39,5,2201083
2022-11-04 13:06:56.530170,40,5,2202950
2022-11-04 13:06:56.674863,41,5,2209683
2022-11-04 13:06:56.703802,42,5,2211176
2022-11-04 13:06:56.817563,43,5,2216035
2022-11-04 13:06:57.092979,44,5,2228763
2022-11-04 13:06:57.782517,45,5,2261313
2022-11-04 13:06:58.209610,124,1,2281148
2022-11-04 13:06:58.475048,46,5,2293876
2022-11-04 13:06:58.801356,122,2,2309222
2022-11-04 13:06:59.164585,47,5,2326080
2022-11-04 13:06:59.529812,125,1,2342542
2022-11-04 13:06:59.858115,48,5,2358652
2022-11-04 13:07:00.556634,49,5,2391243
2022-11-04 13:07:00.835045,126,1,2404346
2022-11-04 13:07:01.246173,50,5,2423451
2022-11-04 13:07:01.251162,123,2,2423827
2022-11-04 13:07:01.945690,51,5,2456042
2022-11-04 13:07:02.156246,127,1,2465777
2022-11-04 13:07:02.636227,52,5,2488640
2022-11-04 13:07:03.333749,53,5,2520866
2022-11-04 13:07:03.461477,128,1,2527235
2022-11-04 13:07:03.685003,124,2,2537720
2022-11-04 13:07:04.029273,54,5,2553469
2022-11-04 13:07:04.717814,55,5,2586069
2022-11-04 13:07:04.776692,129,1,2588307
2022-11-04 13:07:05.102997,56,5,2603686
2022-11-04 13:07:05.478202,57,5,2621304
2022-11-04 13:07:05.845423,58,5,2638533
2022-11-04 13:07:06.085913,130,1,2650149
2022-11-04 13:07:06.134810,125,2,2652401
2022-11-04 13:07:06.219630,59,5,2656142
2022-11-04 13:07:06.599826,60,5,2674150
2022-11-04 13:07:06.976026,61,5,2691760
2022-11-04 13:07:07.353228,62,5,2709370
2022-11-04 13:07:07.408112,131,1,2711611
2022-11-04 13:07:07.447029,126,2,2713857
2022-11-04 13:07:07.726436,63,5,2726607
2022-11-04 13:07:08.103638,64,5,2744596
2022-11-04 13:07:08.478841,65,5,2761832
2022-11-04 13:07:08.713346,132,1,2773085
2022-11-04 13:07:08.759246,127,2,2775325
2022-11-04 13:07:08.857039,66,5,2779826
2022-11-04 13:07:09.231246,67,5,2797448
2022-11-04 13:07:09.609444,68,5,2815067
2022-11-04 13:07:09.978661,69,5,2832296
2022-11-04 13:07:10.022568,133,1,2834162
2022-11-04 13:07:10.074459,128,2,2836792
2022-11-04 13:07:10.354864,70,5,2849914
2022-11-04 13:07:10.743041,71,5,2867538
2022-11-04 13:07:11.108268,72,5,2885150
2022-11-04 13:07:11.335784,134,1,2896020
2022-11-04 13:07:11.389672,129,2,2898267
2022-11-04 13:07:11.491455,73,5,2902760
2022-11-04 13:07:11.860673,74,5,2920385
2022-11-04 13:07:12.031310,94,3,2928617
2022-11-04 13:07:12.129104,95,3,2933121
2022-11-04 13:07:12.224900,96,3,2937626
2022-11-04 13:07:12.232883,75,5,2938002
2022-11-04 13:07:12.314709,97,3,2941746
2022-11-04 13:07:12.409509,98,3,2946245
2022-11-04 13:07:12.505305,99,3,2950733
2022-11-04 13:07:12.613079,100,3,2955238
2022-11-04 13:07:12.620064,76,5,2955997
2022-11-04 13:07:12.650998,135,1,2957106
2022-11-04 13:07:12.698896,130,2,2959736
2022-11-04 13:07:12.768747,101,3,2963110
2022-11-04 13:07:12.946370,102,3,2971363
2022-11-04 13:07:12.993271,77,5,2973235
2022-11-04 13:07:13.122000,103,3,2979604
2022-11-04 13:07:13.370471,78,5,2990861
2022-11-04 13:07:13.474252,104,3,2995728
2022-11-04 13:07:13.641897,105,3,3003969
2022-11-04 13:07:13.746675,79,5,3008474
2022-11-04 13:07:13.817523,106,3,3012222
2022-11-04 13:07:13.970200,136,1,3019344
2022-11-04 13:07:13.994149,107,3,3020093
2022-11-04 13:07:14.009117,131,2,3021218
2022-11-04 13:07:14.083959,108,3,3024585
2022-11-04 13:07:14.120881,80,5,3026085
2022-11-04 13:07:14.194726,109,3,3029091
2022-11-04 13:07:14.275553,110,3,3033589
2022-11-04 13:07:14.364365,111,3,3037716
2022-11-04 13:07:14.459163,112,3,3042213
2022-11-04 13:07:14.494090,81,5,3043713
2022-11-04 13:07:14.553962,113,3,3046709
2022-11-04 13:07:14.652753,114,3,3051200
2022-11-04 13:07:14.740568,115,3,3055331
2022-11-04 13:07:14.834368,116,3,3059831
2022-11-04 13:07:14.867298,82,5,3061332
2022-11-04 13:07:14.931164,117,3,3064331
2022-11-04 13:07:15.027957,118,3,3068827
2022-11-04 13:07:15.122757,119,3,3072939
2022-11-04 13:07:15.212568,120,3,3077443
2022-11-04 13:07:15.243500,83,5,3078948
2022-11-04 13:07:15.282418,137,1,3080434
2022-11-04 13:07:15.306368,121,3,3081944
2022-11-04 13:07:15.324331,132,2,3082692
2022-11-04 13:07:15.401166,122,3,3086445
2022-11-04 13:07:15.491974,123,3,3090565
2022-11-04 13:07:15.587773,124,3,3095063
2022-11-04 13:07:15.621699,84,5,3096561
2022-11-04 13:07:15.683568,125,3,3099554
2022-11-04 13:07:15.772381,126,3,3103681
2022-11-04 13:07:15.866180,127,3,3108183
2022-11-04 13:07:15.961977,128,3,3112680
2022-11-04 13:07:16.001893,85,5,3114182
2022-11-04 13:07:16.067753,129,3,3117182
2022-11-04 13:07:16.147584,130,3,3121296
2022-11-04 13:07:16.245378,131,3,3125793
2022-11-04 13:07:16.341175,132,3,3130293
2022-11-04 13:07:16.388075,86,5,3132172
2022-11-04 13:07:16.426992,133,3,3134421
2022-11-04 13:07:16.522789,134,3,3138917
2022-11-04 13:07:16.595635,138,1,3142292
2022-11-04 13:07:16.622578,135,3,3143413
