时间,次数,架号,检测值
2022-11-18 11:48:48.244714,28,3,27540293
2022-11-18 11:48:48.371500,4,8,40570.125
2022-11-18 11:48:48.411433,59,4,27540651
2022-11-18 11:48:48.660015,60,4,27541176
2022-11-18 11:48:48.683974,29,3,27541226
2022-11-18 11:48:53.537808,61,4,27551492
2022-11-18 11:48:53.777405,62,4,27552001
2022-11-18 11:48:54.257598,9,6,1.3612999e-316
2022-11-18 11:48:56.467878,30,3,27557690
2022-11-18 11:48:58.735064,63,4,27562487
2022-11-18 11:48:58.997622,64,4,27563046
2022-11-18 11:49:03.860441,65,4,27573330
2022-11-18 11:49:04.038142,66,4,27573700
2022-11-18 11:49:04.043134,14,9,40353.9375
2022-11-18 11:49:04.083067,67,4,27573804
2022-11-18 11:49:04.095047,15,9,40374.75390625
2022-11-18 11:49:04.101037,68,4,27573838
2022-11-18 11:49:04.161934,16,9,40389.75390625
2022-11-18 11:49:04.739962,31,3,27575190
2022-11-18 11:49:05.197192,32,3,27576157
2022-11-18 11:49:08.983822,69,4,27584169
2022-11-18 11:49:09.296296,70,4,27584834
2022-11-18 11:49:09.384148,71,4,27585021
2022-11-18 11:49:12.997070,33,3,27592657
2022-11-18 11:49:13.124855,10,6,1.363272e-316
2022-11-18 11:49:13.139829,5,8,40441.125
2022-11-18 11:49:13.261624,34,3,27593218
2022-11-18 11:49:13.285584,6,8,40377.9375
2022-11-18 11:49:14.205037,72,4,27595216
2022-11-18 11:49:21.236208,35,3,27610090
2022-11-18 11:49:21.604588,36,3,27610873
2022-11-18 11:49:22.676784,73,4,27613138
2022-11-18 11:49:24.463778,3,1,27616921
2022-11-18 11:49:24.617519,4,1,27617249
2022-11-18 11:49:24.799213,5,1,27617626
2022-11-18 11:49:29.484332,37,3,27627538
2022-11-18 11:49:29.572183,7,8,40281.9375
2022-11-18 11:49:29.925588,38,3,27628470
2022-11-18 11:49:30.940881,74,4,27630620
2022-11-18 11:49:31.246366,75,4,27631265
2022-11-18 11:49:31.925224,11,6,1.36523707e-316
2022-11-18 11:49:32.126886,4,10,40384.125
2022-11-18 11:49:37.732454,39,3,27644986
2022-11-18 11:49:38.142765,40,3,27645851
2022-11-18 11:49:39.253895,76,4,27648207
2022-11-18 11:49:39.687166,77,4,27649121
2022-11-18 11:49:45.934657,39,2,27662333
2022-11-18 11:49:46.044470,41,3,27662573
2022-11-18 11:49:46.324998,6,1,27663174
2022-11-18 11:49:46.419838,42,3,27663367
2022-11-18 11:49:46.680400,7,1,27663920
2022-11-18 11:49:48.255750,40,2,27667249
2022-11-18 11:49:48.302671,78,4,27667353
2022-11-18 11:49:48.473386,79,4,27667704
2022-11-18 11:49:48.678039,80,4,27668128
2022-11-18 11:49:50.585830,41,2,27672180
2022-11-18 11:49:52.195122,12,6,1.36735543e-316
2022-11-18 11:49:52.923896,42,2,27677123
2022-11-18 11:49:55.094245,43,3,27681719
2022-11-18 11:49:55.251979,43,2,27682038
2022-11-18 11:49:55.364789,44,2,27682294
2022-11-18 11:49:56.559781,81,4,27684817
2022-11-18 11:49:57.560096,45,2,27686934
2022-11-18 11:49:59.873204,46,2,27691831
2022-11-18 11:50:02.189307,47,2,27696724
2022-11-18 11:50:03.341369,44,3,27699168
2022-11-18 11:50:03.565992,8,8,40333.125
2022-11-18 11:50:04.488441,48,2,27701585
2022-11-18 11:50:04.901744,82,4,27702467
2022-11-18 11:50:08.113341,8,1,27709255
2022-11-18 11:50:11.158219,13,6,1.3693374e-316
2022-11-18 11:50:11.357882,5,10,40370.625
2022-11-18 11:50:11.598477,45,3,27716632
2022-11-18 11:50:13.126915,83,4,27719867
2022-11-18 11:50:13.559200,84,4,27720783
2022-11-18 11:50:21.384256,85,4,27737333
2022-11-18 11:50:29.630616,86,4,27754766
2022-11-18 11:50:29.896177,9,1,27755344
2022-11-18 11:50:30.137777,10,1,27755856
2022-11-18 11:50:30.240607,14,6,1.3713319e-316
2022-11-18 11:50:30.441276,6,10,40229.4375
2022-11-18 11:50:30.497182,11,1,27756612
2022-11-18 11:50:30.706835,12,1,27757054
2022-11-18 11:50:37.880969,87,4,27772231
2022-11-18 11:50:38.337214,88,4,27773197
2022-11-18 11:50:46.128326,89,4,27789679
2022-11-18 11:50:46.368928,90,4,27790187
2022-11-18 11:50:46.481741,91,4,27790421
2022-11-18 11:50:46.635487,92,4,27790746
2022-11-18 11:50:48.596244,15,6,1.3732505e-316
2022-11-18 11:50:54.362706,93,4,27807095
2022-11-18 11:50:54.802977,94,4,27808027
2022-11-18 11:50:55.226278,13,1,27808926
2022-11-18 11:50:55.740427,14,1,27810016
2022-11-18 11:51:02.680946,16,6,1.3747226e-316
2022-11-18 11:51:03.426712,95,4,27826272
2022-11-18 11:51:11.594202,17,6,1.3756543e-316
2022-11-18 11:51:11.761925,96,4,27843887
2022-11-18 11:51:14.036162,49,2,27848715
2022-11-18 11:51:14.157961,50,2,27848973
2022-11-18 11:51:15.342002,18,6,1.376046e-316
2022-11-18 11:51:15.702406,19,6,1.3760835e-316
2022-11-18 11:51:15.911061,20,6,1.37610533e-316
2022-11-18 11:51:19.985322,97,4,27861301
2022-11-18 11:51:20.404628,98,4,27862186
2022-11-18 11:51:20.483498,99,4,27862352
2022-11-18 11:51:24.608674,15,1,27871074
2022-11-18 11:51:24.818327,16,1,27871522
2022-11-18 11:51:25.119829,17,1,27872161
2022-11-18 11:51:25.279564,18,1,27872504
2022-11-18 11:51:25.304523,19,1,27872555
2022-11-18 11:51:25.524160,20,1,27873021
2022-11-18 11:51:26.163103,21,1,27874375
2022-11-18 11:51:28.250650,100,4,27878784
2022-11-18 11:51:35.906985,51,2,27894983
2022-11-18 11:51:36.034774,52,2,27895250
2022-11-18 11:51:36.082695,53,2,27895352
2022-11-18 11:51:36.507991,101,4,27896252
2022-11-18 11:51:36.755582,102,4,27896778
2022-11-18 11:51:44.747362,103,4,27913686
2022-11-18 11:51:45.116751,104,4,27914463
2022-11-18 11:51:52.995718,105,4,27931136
2022-11-18 11:51:53.325174,106,4,27931826
2022-11-18 11:51:53.416023,107,4,27932016
2022-11-18 11:51:53.678588,22,1,27932578
2022-11-18 11:51:54.135833,23,1,27933540
2022-11-18 11:51:55.136179,24,1,27935659
2022-11-18 11:51:57.689953,54,2,27941061
2022-11-18 11:52:01.253059,108,4,27948601
2022-11-18 11:52:09.557323,109,4,27966165
2022-11-18 11:52:09.980622,110,4,27967066
2022-11-18 11:52:15.530442,25,1,27978803
2022-11-18 11:52:18.614341,111,4,27985326
2022-11-18 11:52:19.473919,55,2,27987142
2022-11-18 11:52:19.687565,56,2,27987596
2022-11-18 11:52:19.935157,57,2,27988122
2022-11-18 11:52:26.862697,112,4,28002776
2022-11-18 11:52:32.800875,21,6,1.38414116e-316
2022-11-18 11:52:33.004538,22,6,1.38416295e-316
2022-11-18 11:52:35.111053,113,4,28020225
2022-11-18 11:52:35.374617,114,4,28020783
2022-11-18 11:52:37.321397,26,1,28024906
2022-11-18 11:52:37.914416,27,1,28026157
2022-11-18 11:52:38.076148,28,1,28026484
2022-11-18 11:52:38.148029,29,1,28026654
2022-11-18 11:52:43.369392,115,4,28037674
2022-11-18 11:52:44.792039,58,2,28040707
2022-11-18 11:52:44.935801,59,2,28041010
2022-11-18 11:52:51.687633,116,4,28055290
2022-11-18 11:52:59.934991,117,4,28072742
2022-11-18 11:53:00.201550,30,1,28073308
2022-11-18 11:53:00.945319,31,1,28074884
2022-11-18 11:53:05.141379,118,4,28083755
2022-11-18 11:53:05.557690,119,4,28084631
2022-11-18 11:53:10.266900,120,4,28094591
2022-11-18 11:53:10.667238,121,4,28095442
2022-11-18 11:53:14.159463,60,2,28102828
2022-11-18 11:53:14.343158,32,1,28103219
2022-11-18 11:53:15.471291,122,4,28105608
2022-11-18 11:53:15.744839,61,2,28106182
2022-11-18 11:53:15.904575,123,4,28106522
2022-11-18 11:53:18.627071,23,6,1.3889312e-316
2022-11-18 11:53:18.772832,24,6,1.38894625e-316
2022-11-18 11:53:18.837723,25,6,1.38895203e-316
2022-11-18 11:53:18.899620,26,6,1.38895973e-316
2022-11-18 11:53:18.923581,27,6,1.38896225e-316
2022-11-18 11:53:18.994463,28,6,1.38896976e-316
2022-11-18 11:53:19.133235,29,6,1.388984e-316
2022-11-18 11:53:19.380825,30,6,1.3890099e-316
2022-11-18 11:53:21.582183,124,4,28118528
2022-11-18 11:53:21.605145,33,1,28118582
2022-11-18 11:53:26.691731,125,4,28129342
2022-11-18 11:53:31.809266,126,4,28140164
2022-11-18 11:53:32.194628,127,4,28140978
2022-11-18 11:53:32.312434,128,4,28141230
2022-11-18 11:53:37.041612,129,4,28151228
2022-11-18 11:53:37.351099,130,4,28151886
2022-11-18 11:53:37.439952,131,4,28152073
2022-11-18 11:53:38.905528,34,1,28155181
2022-11-18 11:53:39.096212,35,1,28155587
2022-11-18 11:53:39.601376,36,1,28156654
2022-11-18 11:53:42.226035,132,4,28162206
2022-11-18 11:53:42.539517,133,4,28162868
2022-11-18 11:53:43.267313,62,2,28164391
2022-11-18 11:53:43.372139,63,2,28164625
2022-11-18 11:53:43.587782,64,2,28165084
2022-11-18 11:53:43.669647,65,2,28165251
2022-11-18 11:53:44.709926,66,2,28167455
2022-11-18 11:53:47.351557,134,4,28173046
2022-11-18 11:53:47.697984,135,4,28173772
2022-11-18 11:53:47.744906,136,4,28173876
2022-11-18 11:53:52.487062,137,4,28183886
2022-11-18 11:53:52.805535,138,4,28184586
2022-11-18 11:53:57.666495,139,4,28194866
2022-11-18 11:54:01.551069,37,1,28203088
2022-11-18 11:54:01.568040,38,1,28203127
2022-11-18 11:54:02.887857,140,4,28205911
2022-11-18 11:54:03.296182,141,4,28206775
2022-11-18 11:54:05.114175,67,2,28210623
2022-11-18 11:54:06.317185,39,1,28213169
2022-11-18 11:54:06.716524,68,2,28214006
2022-11-18 11:54:08.020368,142,4,28216769
2022-11-18 11:54:13.137902,143,4,28227598
2022-11-18 11:54:13.489321,144,4,28228338
2022-11-18 11:54:13.611120,145,4,28228596
2022-11-18 11:54:16.188856,40,1,28234032
2022-11-18 11:54:16.478377,41,1,28234656
2022-11-18 11:54:18.451114,146,4,28238827
2022-11-18 11:54:18.646790,147,4,28239234
2022-11-18 11:54:18.881402,148,4,28239744
2022-11-18 11:54:21.045821,42,1,28244322
2022-11-18 11:54:21.051812,43,1,28244337
2022-11-18 11:54:23.548682,149,4,28249617
2022-11-18 11:54:23.805257,31,6,1.3957433e-316
2022-11-18 11:54:23.980966,32,6,1.39576183e-316
2022-11-18 11:54:23.989952,150,4,28250550
2022-11-18 11:54:26.903132,69,2,28256718
2022-11-18 11:54:27.474188,70,2,28257921
2022-11-18 11:54:27.560046,71,2,28258104
2022-11-18 11:54:27.961382,44,1,28258959
2022-11-18 11:54:28.058222,45,1,28259147
2022-11-18 11:54:28.434600,46,1,28259952
2022-11-18 11:54:28.485516,47,1,28260058
2022-11-18 11:54:28.683189,151,4,28260478
2022-11-18 11:54:29.137437,48,1,28261438
2022-11-18 11:54:33.805715,152,4,28271317
2022-11-18 11:54:39.013101,153,4,28282333
2022-11-18 11:54:42.352577,33,6,1.39768014e-316
2022-11-18 11:54:42.511314,34,6,1.3976987e-316
2022-11-18 11:54:42.535275,35,6,1.39770114e-316
2022-11-18 11:54:44.216494,154,4,28293343
2022-11-18 11:54:44.665752,155,4,28294254
2022-11-18 11:54:49.421883,156,4,28304353
2022-11-18 11:54:49.648509,157,4,28304826
2022-11-18 11:54:49.782287,72,2,28305118
2022-11-18 11:54:50.512080,73,2,28306660
2022-11-18 11:54:54.548404,158,4,28315199
2022-11-18 11:54:55.036596,159,4,28316231
2022-11-18 11:54:59.657951,160,4,28326001
2022-11-18 11:54:59.945476,161,4,28326611
2022-11-18 11:55:00.034330,162,4,28326801
2022-11-18 11:55:00.882925,36,6,1.39961856e-316
2022-11-18 11:55:01.042661,37,6,1.39963546e-316
2022-11-18 11:55:01.058634,38,6,1.39963714e-316
2022-11-18 11:55:03.916906,74,2,28335013
2022-11-18 11:55:04.798448,163,4,28336882
2022-11-18 11:55:09.988862,164,4,28347856
2022-11-18 11:55:11.179892,75,2,28350378
2022-11-18 11:55:15.218238,165,4,28358916
2022-11-18 11:55:19.454280,39,6,1.40155945e-316
2022-11-18 11:55:19.477242,7,10,40200.9375
2022-11-18 11:55:20.316862,166,4,28369713
2022-11-18 11:55:20.702230,167,4,28370523
2022-11-18 11:55:20.750151,168,4,28370624
2022-11-18 11:55:25.587206,169,4,28380858
2022-11-18 11:55:25.891706,170,4,28381502
2022-11-18 11:55:28.478457,76,2,28386973
2022-11-18 11:55:28.541354,77,2,28387109
2022-11-18 11:55:29.159339,78,2,28388415
2022-11-18 11:55:30.729759,171,4,28391732
2022-11-18 11:55:31.065208,172,4,28392445
2022-11-18 11:55:35.933212,173,4,28402748
2022-11-18 11:55:36.265667,174,4,28403438
2022-11-18 11:55:37.977854,40,6,1.40349544e-316
2022-11-18 11:55:38.147576,41,6,1.40351313e-316
2022-11-18 11:55:38.186512,42,6,1.40351733e-316
2022-11-18 11:55:41.059792,175,4,28413584
2022-11-18 11:55:46.187370,176,4,28424431
2022-11-18 11:55:46.522820,177,4,28425140
2022-11-18 11:55:46.569742,178,4,28425241
2022-11-18 11:55:51.125259,79,2,28434883
2022-11-18 11:55:51.477680,179,4,28435629
2022-11-18 11:55:55.900416,80,2,28444977
2022-11-18 11:55:56.538368,43,6,1.40543544e-316
2022-11-18 11:55:56.595275,180,4,28446448
2022-11-18 11:55:56.702100,44,6,1.4054524e-316
2022-11-18 11:56:00.551776,81,2,28454818
2022-11-18 11:56:01.807713,181,4,28457480
2022-11-18 11:56:02.185093,182,4,28458280
2022-11-18 11:56:02.272949,183,4,28458464
2022-11-18 11:56:05.757226,82,2,28465834
2022-11-18 11:56:07.014162,184,4,28468492
2022-11-18 11:56:07.421492,185,4,28469355
2022-11-18 11:56:10.553348,83,2,28475979
2022-11-18 11:56:12.218613,186,4,28479505
2022-11-18 11:56:12.582016,187,4,28480265
2022-11-18 11:56:15.053956,45,6,1.4073706e-316
2022-11-18 11:56:15.189733,46,6,1.4073849e-316
2022-11-18 11:56:15.278587,84,2,28485974
2022-11-18 11:56:17.424063,188,4,28490515
2022-11-18 11:56:17.544865,85,2,28490770
2022-11-18 11:56:17.785470,189,4,28491279
2022-11-18 11:56:17.985142,86,2,28491703
2022-11-18 11:56:18.713944,87,2,28493243
2022-11-18 11:56:22.631510,190,4,28501523
2022-11-18 11:56:27.756093,191,4,28512370
2022-11-18 11:56:32.927598,192,4,28523310
2022-11-18 11:56:33.308973,193,4,28524109
2022-11-18 11:56:33.578529,47,6,1.40930664e-316
2022-11-18 11:56:33.754241,48,6,1.4093251e-316
2022-11-18 11:56:38.006257,194,4,28534052
2022-11-18 11:56:38.437548,195,4,28534964
2022-11-18 11:56:43.130839,196,4,28544893
2022-11-18 11:56:43.426354,197,4,28545520
2022-11-18 11:56:43.571116,198,4,28545828
2022-11-18 11:56:48.336289,199,4,28555906
2022-11-18 11:56:52.124068,49,6,1.41124506e-316
2022-11-18 11:56:52.155017,8,10,40217.625
2022-11-18 11:56:52.309763,50,6,1.41126443e-316
2022-11-18 11:56:52.339714,9,10,40252.125
2022-11-18 11:56:53.565700,200,4,28566969
2022-11-18 11:56:58.755176,201,4,28577948
2022-11-18 11:56:59.828413,51,6,1.41205034e-316
2022-11-18 11:57:00.005123,52,6,1.41206867e-316
2022-11-18 11:57:03.961625,202,4,28588954
2022-11-18 11:57:04.224193,203,4,28589514
2022-11-18 11:57:04.256141,53,6,1.4125131e-316
2022-11-18 11:57:04.344995,204,4,28589770
2022-11-18 11:57:04.392916,54,6,1.4125272e-316
2022-11-18 11:57:08.709826,55,6,1.41297834e-316
2022-11-18 11:57:08.733787,10,10,40310.625
2022-11-18 11:57:08.852591,56,6,1.41299356e-316
2022-11-18 11:57:08.877550,57,6,1.41299603e-316
2022-11-18 11:57:08.933459,11,10,40442.625
2022-11-18 11:57:09.244947,205,4,28600138
2022-11-18 11:57:09.493540,206,4,28600663
2022-11-18 11:57:13.170499,58,6,1.4134446e-316
2022-11-18 11:57:13.313265,59,6,1.41345986e-316
2022-11-18 11:57:13.323248,12,10,40390.125
2022-11-18 11:57:13.354197,60,6,1.413464e-316
2022-11-18 11:57:13.386145,13,10,40324.125
2022-11-18 11:57:14.450397,207,4,28611148
2022-11-18 11:57:17.606213,61,6,1.41390847e-316
2022-11-18 11:57:17.704052,62,6,1.4139175e-316
2022-11-18 11:57:17.797898,14,10,40292.625
2022-11-18 11:57:19.586960,208,4,28622009
2022-11-18 11:57:19.952360,209,4,28622784
2022-11-18 11:57:22.003990,63,6,1.41436785e-316
2022-11-18 11:57:22.185691,64,6,1.414387e-316
2022-11-18 11:57:24.705145,210,4,28632832
2022-11-18 11:57:25.077032,211,4,28633615
2022-11-18 11:57:25.139348,212,4,28633749
2022-11-18 11:57:26.478140,65,6,1.4148339e-316
2022-11-18 11:57:26.672124,66,6,1.41485406e-316
2022-11-18 11:57:28.817004,67,6,1.41507693e-316
2022-11-18 11:57:28.864244,15,10,40301.625
2022-11-18 11:57:28.882335,68,6,1.4150836e-316
2022-11-18 11:57:28.906458,16,10,40298.625
2022-11-18 11:57:28.961739,69,6,1.4150918e-316
2022-11-18 11:57:28.995911,70,6,1.4150951e-316
2022-11-18 11:57:29.018024,17,10,40319.625
2022-11-18 11:57:29.865322,213,4,28643678
2022-11-18 11:57:30.259320,214,4,28644504
2022-11-18 11:57:31.155869,71,6,1.4153195e-316
2022-11-18 11:57:31.235272,72,6,1.4153277e-316
2022-11-18 11:57:31.307638,73,6,1.4153354e-316
2022-11-18 11:57:33.516845,74,6,1.4155647e-316
2022-11-18 11:57:33.592228,75,6,1.41557233e-316
2022-11-18 11:57:33.639468,18,10,40262.625
2022-11-18 11:57:33.653539,76,6,1.4155791e-316
2022-11-18 11:57:33.669620,19,10,40198.125
2022-11-18 11:57:33.677661,77,6,1.41558157e-316
2022-11-18 11:57:35.026504,215,4,28654513
2022-11-18 11:57:35.363212,216,4,28655230
2022-11-18 11:57:35.864757,78,6,1.4158084e-316
2022-11-18 11:57:35.951194,79,6,1.41581754e-316
2022-11-18 11:57:36.018536,80,6,1.4158241e-316
2022-11-18 11:57:36.057734,81,6,1.4158283e-316
2022-11-18 11:57:38.202617,82,6,1.4160511e-316
2022-11-18 11:57:38.272972,83,6,1.41605844e-316
2022-11-18 11:57:38.298099,84,6,1.4160609e-316
2022-11-18 11:57:38.345339,85,6,1.416066e-316
2022-11-18 11:57:40.275130,217,4,28665529
2022-11-18 11:57:40.547510,86,6,1.41629456e-316
2022-11-18 11:57:40.619877,218,4,28666274
2022-11-18 11:57:40.636964,87,6,1.41630385e-316
2022-11-18 11:57:40.684204,219,4,28666412
2022-11-18 11:57:42.911503,88,6,1.41653986e-316
2022-11-18 11:57:43.054226,89,6,1.4165548e-316
2022-11-18 11:57:45.271474,90,6,1.41678507e-316
2022-11-18 11:57:45.449377,91,6,1.41680354e-316
2022-11-18 11:57:45.489581,220,4,28676508
2022-11-18 11:57:45.763972,221,4,28677082
2022-11-18 11:57:47.610338,92,6,1.41702686e-316
2022-11-18 11:57:47.665619,93,6,1.41703363e-316
2022-11-18 11:57:49.955235,94,6,1.41727133e-316
2022-11-18 11:57:50.174345,20,10,40216.125
2022-11-18 11:57:50.754287,222,4,28687569
2022-11-18 11:57:50.971388,223,4,28688028
2022-11-18 11:57:52.319226,95,6,1.4175167e-316
2022-11-18 11:57:52.440843,96,6,1.4175292e-316
2022-11-18 11:57:54.665126,97,6,1.41776e-316
2022-11-18 11:57:54.721412,21,10,40220.625
2022-11-18 11:57:54.736488,98,6,1.4177677e-316
2022-11-18 11:57:54.779707,22,10,40231.125
2022-11-18 11:57:54.817901,99,6,1.4177761e-316
2022-11-18 11:57:54.867151,23,10,40250.625
2022-11-18 11:57:55.994872,224,4,28698582
2022-11-18 11:57:57.011026,100,6,1.4180038e-316
2022-11-18 11:57:57.099476,101,6,1.41801287e-316
2022-11-18 11:57:59.381049,102,6,1.41824977e-316
2022-11-18 11:57:59.455426,24,10,40223.625
2022-11-18 11:57:59.494625,103,6,1.41826153e-316
2022-11-18 11:57:59.526788,25,10,40147.125
