时间,次数,架号,检测值
2022-11-12 11:17:20.166045,466,2,12794395
2022-11-12 11:17:20.190981,461,1,12794803
2022-11-12 11:17:20.277755,371,3,12796637
2022-11-12 11:17:20.764491,252,5,12806403
2022-11-12 11:17:21.255218,354,4,12816025
2022-11-12 11:17:21.479635,467,2,12820667
2022-11-12 11:17:21.501592,462,1,12821112
2022-11-12 11:17:21.590346,372,3,12822907
2022-11-12 11:17:22.077083,253,5,12832670
2022-11-12 11:17:22.556837,355,4,12842296
2022-11-12 11:17:22.798210,468,2,12847098
2022-11-12 11:17:22.900944,463,1,12848979
2022-11-12 11:17:22.909920,373,3,12849177
2022-11-12 11:17:23.389674,254,5,12858970
2022-11-12 11:17:23.868430,356,4,12868570
2022-11-12 11:17:24.120777,469,2,12873531
2022-11-12 11:17:24.199572,464,1,12875200
2022-11-12 11:17:24.215530,374,3,12875449
2022-11-12 11:17:24.703264,255,5,12885248
2022-11-12 11:17:25.197980,357,4,12894847
2022-11-12 11:17:25.422395,470,2,12899643
2022-11-12 11:17:25.526127,465,1,12901683
2022-11-12 11:17:25.533108,375,3,12901888
2022-11-12 11:17:26.023834,256,5,12911527
2022-11-12 11:17:26.492617,358,4,12921123
2022-11-12 11:17:26.734988,471,2,12925921
2022-11-12 11:17:26.836723,466,1,12927962
2022-11-12 11:17:26.844702,376,3,12928168
2022-11-12 11:17:27.327450,257,5,12937798
2022-11-12 11:17:27.896970,359,4,12948997
2022-11-12 11:17:28.134353,472,2,12953968
2022-11-12 11:17:28.149314,467,1,12954236
2022-11-12 11:17:28.158291,377,3,12954448
2022-11-12 11:17:28.637048,258,5,12964075
2022-11-12 11:17:29.198590,360,4,12975278
2022-11-12 11:17:29.445947,473,2,12980246
2022-11-12 11:17:29.461906,468,1,12980512
2022-11-12 11:17:29.468887,378,3,12980728
2022-11-12 11:17:29.952633,259,5,12990354
2022-11-12 11:17:30.533124,361,4,13002038
2022-11-12 11:17:30.758539,474,2,13006526
2022-11-12 11:17:30.777490,469,1,13006953
2022-11-12 11:17:30.863267,379,3,13008612
2022-11-12 11:17:31.343021,260,5,13018231
2022-11-12 11:17:31.847712,362,4,13028314
2022-11-12 11:17:32.078112,475,2,13032805
2022-11-12 11:17:32.095068,470,1,13033231
2022-11-12 11:17:32.174862,380,3,13034888
2022-11-12 11:17:32.657610,261,5,13044495
2022-11-12 11:17:33.167284,363,4,13054593
2022-11-12 11:17:33.381727,476,2,13059084
2022-11-12 11:17:33.413645,471,1,13059695
2022-11-12 11:17:33.485458,381,3,13061164
2022-11-12 11:17:33.967207,262,5,13070809
2022-11-12 11:17:34.470899,364,4,13080872
2022-11-12 11:17:34.706289,477,2,13085519
2022-11-12 11:17:34.722248,472,1,13085933
2022-11-12 11:17:34.797052,382,3,13087444
2022-11-12 11:17:35.278801,263,5,13097046
2022-11-12 11:17:35.790472,365,4,13107147
2022-11-12 11:17:36.012894,478,2,13111792
2022-11-12 11:17:36.112636,383,3,13113715
2022-11-12 11:17:36.119618,473,1,13113811
2022-11-12 11:17:36.590395,264,5,13123355
2022-11-12 11:17:37.118025,366,4,13133744
2022-11-12 11:17:37.328479,479,2,13138070
2022-11-12 11:17:37.425228,474,1,13140081
2022-11-12 11:17:37.426225,384,3,13139992
2022-11-12 11:17:37.904981,265,5,13149588
2022-11-12 11:17:38.424632,367,4,13160022
2022-11-12 11:17:38.638078,480,2,13164345
2022-11-12 11:17:38.742806,475,1,13166363
2022-11-12 11:17:38.743803,385,3,13166269
2022-11-12 11:17:39.223557,266,5,13176023
2022-11-12 11:17:39.744206,368,4,13186299
2022-11-12 11:17:39.952665,481,2,13190621
2022-11-12 11:17:40.057392,476,1,13192666
2022-11-12 11:17:40.058389,386,3,13192544
2022-11-12 11:17:40.538145,267,5,13202339
2022-11-12 11:17:41.136589,369,4,13214337
2022-11-12 11:17:41.344051,482,2,13218495
2022-11-12 11:17:41.358014,387,3,13218815
2022-11-12 11:17:41.361006,477,1,13218896
2022-11-12 11:17:41.854725,268,5,13228740
2022-11-12 11:17:42.448184,370,4,13240616
2022-11-12 11:17:42.656642,483,2,13244775
2022-11-12 11:17:42.670606,388,3,13245095
2022-11-12 11:17:42.681577,478,1,13245378
2022-11-12 11:17:43.169311,269,5,13255058
2022-11-12 11:17:43.758780,371,4,13266892
2022-11-12 11:17:43.973223,484,2,13271218
2022-11-12 11:17:44.000153,479,1,13271656
2022-11-12 11:17:44.062991,389,3,13272982
2022-11-12 11:17:44.559700,270,5,13282941
2022-11-12 11:17:45.073366,372,4,13293168
2022-11-12 11:17:45.286812,485,2,13297500
2022-11-12 11:17:45.313743,480,1,13297935
2022-11-12 11:17:45.376579,390,3,13299262
2022-11-12 11:17:45.872304,271,5,13309221
2022-11-12 11:17:46.386957,373,4,13319450
2022-11-12 11:17:46.599404,486,2,13323778
2022-11-12 11:17:46.631321,481,1,13324377
2022-11-12 11:17:46.703134,391,3,13325543
2022-11-12 11:17:47.192864,272,5,13335493
2022-11-12 11:17:47.694560,374,4,13345733
2022-11-12 11:17:47.911995,487,2,13350060
2022-11-12 11:17:47.951893,482,1,13350653
2022-11-12 11:17:47.999767,392,3,13351826
2022-11-12 11:17:48.497476,273,5,13361767
2022-11-12 11:17:49.014133,375,4,13372171
2022-11-12 11:17:49.230571,488,2,13376500
2022-11-12 11:17:49.310364,393,3,13378103
2022-11-12 11:17:49.337294,483,1,13378569
2022-11-12 11:17:49.808072,274,5,13388036
2022-11-12 11:17:50.329719,376,4,13398450
2022-11-12 11:17:50.544160,489,2,13402776
2022-11-12 11:17:50.631932,394,3,13404539
2022-11-12 11:17:50.658863,484,1,13404961
2022-11-12 11:17:51.121661,275,5,13414312
2022-11-12 11:17:51.639316,377,4,13424726
2022-11-12 11:17:51.861739,490,2,13429211
2022-11-12 11:17:51.944524,395,3,13430815
2022-11-12 11:17:51.963476,485,1,13431234
2022-11-12 11:17:52.433256,276,5,13440580
2022-11-12 11:17:52.950910,378,4,13451001
2022-11-12 11:17:53.176326,491,2,13455488
2022-11-12 11:17:53.257117,396,3,13457090
2022-11-12 11:17:53.283049,486,1,13457668
2022-11-12 11:17:53.752830,277,5,13466890
2022-11-12 11:17:54.345290,379,4,13478877
2022-11-12 11:17:54.569707,492,2,13483361
2022-11-12 11:17:54.569707,397,3,13483362
2022-11-12 11:17:54.602621,487,1,13484100
2022-11-12 11:17:55.057441,278,5,13493125
2022-11-12 11:17:55.656884,380,4,13505152
2022-11-12 11:17:55.878309,493,2,13509634
2022-11-12 11:17:55.879306,398,3,13509635
2022-11-12 11:17:55.928180,488,1,13510567
2022-11-12 11:17:56.371032,279,5,13519435
2022-11-12 11:17:56.967480,381,4,13531422
2022-11-12 11:17:57.192897,494,2,13535906
2022-11-12 11:17:57.233789,489,1,13536789
2022-11-12 11:17:57.279670,399,3,13537504
2022-11-12 11:17:57.759424,280,5,13547305
2022-11-12 11:17:58.288051,382,4,13557857
2022-11-12 11:17:58.505488,495,2,13562175
2022-11-12 11:17:58.550370,490,1,13563062
2022-11-12 11:17:58.585279,400,3,13563775
2022-11-12 11:17:59.071018,281,5,13573584
2022-11-12 11:17:59.591666,383,4,13583970
2022-11-12 11:17:59.816083,496,2,13588447
2022-11-12 11:17:59.863959,491,1,13589374
2022-11-12 11:17:59.895876,401,3,13590052
2022-11-12 11:18:00.386602,282,5,13599814
2022-11-12 11:18:00.904257,384,4,13610240
2022-11-12 11:18:01.134659,497,2,13614885
2022-11-12 11:18:01.169568,492,1,13615617
2022-11-12 11:18:01.209465,402,3,13616329
2022-11-12 11:18:01.702185,283,5,13626132
2022-11-12 11:18:02.215852,385,4,13636511
2022-11-12 11:18:02.447251,498,2,13641162
2022-11-12 11:18:02.522058,403,3,13642602
2022-11-12 11:18:02.562950,493,1,13643482
2022-11-12 11:18:03.008793,284,5,13652397
2022-11-12 11:18:03.527447,386,4,13662784
2022-11-12 11:18:03.759842,499,2,13667434
2022-11-12 11:18:03.831656,404,3,13668878
2022-11-12 11:18:03.875542,494,1,13669793
2022-11-12 11:18:04.321384,285,5,13678706
2022-11-12 11:18:04.842033,387,4,13689061
2022-11-12 11:18:05.087395,500,2,13693868
2022-11-12 11:18:05.143250,405,3,13695150
2022-11-12 11:18:05.192123,495,1,13696067
2022-11-12 11:18:05.634975,286,5,13704938
2022-11-12 11:18:06.154624,388,4,13715333
2022-11-12 11:18:06.393004,501,2,13720142
2022-11-12 11:18:06.465815,406,3,13721584
2022-11-12 11:18:06.515686,496,1,13722335
2022-11-12 11:18:06.945570,287,5,13731211
2022-11-12 11:18:07.547008,389,4,13743210
2022-11-12 11:18:07.769431,407,3,13747698
2022-11-12 11:18:07.785389,502,2,13748017
2022-11-12 11:18:07.818303,497,1,13748605
2022-11-12 11:18:08.260158,288,5,13757477
2022-11-12 11:18:08.866584,390,4,13769646
2022-11-12 11:18:09.082022,408,3,13773972
2022-11-12 11:18:09.102967,503,2,13774453
2022-11-12 11:18:09.122916,498,1,13774883
2022-11-12 11:18:09.569755,289,5,13783781
2022-11-12 11:18:10.171195,391,4,13795759
2022-11-12 11:18:10.419550,504,2,13800726
2022-11-12 11:18:10.441493,499,1,13801145
2022-11-12 11:18:10.487375,409,3,13802009
2022-11-12 11:18:10.961142,290,5,13811658
2022-11-12 11:18:11.482789,392,4,13822033
2022-11-12 11:18:11.736130,505,2,13827160
2022-11-12 11:18:11.747101,500,1,13827419
2022-11-12 11:18:11.785003,410,3,13828120
2022-11-12 11:18:12.272736,291,5,13837891
2022-11-12 11:18:12.791390,393,4,13848309
2022-11-12 11:18:13.056701,506,2,13853593
2022-11-12 11:18:13.064680,501,1,13853734
2022-11-12 11:18:13.099592,411,3,13854393
2022-11-12 11:18:13.591312,292,5,13864201
2022-11-12 11:18:14.113955,394,4,13874745
2022-11-12 11:18:14.377273,502,1,13879964
2022-11-12 11:18:14.379267,507,2,13880027
2022-11-12 11:18:14.417168,412,3,13880828
2022-11-12 11:18:14.897920,293,5,13890468
2022-11-12 11:18:15.426548,395,4,13901019
2022-11-12 11:18:15.689863,508,2,13906300
2022-11-12 11:18:15.729759,413,3,13907099
2022-11-12 11:18:15.763671,503,1,13907831
2022-11-12 11:18:16.212507,294,5,13916745
2022-11-12 11:18:16.738143,396,4,13927298
2022-11-12 11:18:17.003452,509,2,13932573
2022-11-12 11:18:17.041353,414,3,13933377
2022-11-12 11:18:17.074268,504,1,13934106
2022-11-12 11:18:17.522107,295,5,13943032
2022-11-12 11:18:18.048737,397,4,13953572
2022-11-12 11:18:18.315048,510,2,13958852
2022-11-12 11:18:18.352947,415,3,13959657
2022-11-12 11:18:18.408802,505,1,13960550
2022-11-12 11:18:18.833699,296,5,13969304
2022-11-12 11:18:19.363325,398,4,13979842
2022-11-12 11:18:19.624645,511,2,13985132
2022-11-12 11:18:19.665539,416,3,13985933
2022-11-12 11:18:19.715409,506,1,13986982
2022-11-12 11:18:20.146291,297,5,13995576
2022-11-12 11:18:20.752716,399,4,14007724
2022-11-12 11:18:20.977133,417,3,14012210
2022-11-12 11:18:21.017029,512,2,14013012
2022-11-12 11:18:21.027003,507,1,14013258
2022-11-12 11:18:21.457885,298,5,14021852
2022-11-12 11:18:22.065307,400,4,14034002
2022-11-12 11:18:22.288727,418,3,14038492
2022-11-12 11:18:22.330618,513,2,14039293
2022-11-12 11:18:22.345579,508,1,14039575
2022-11-12 11:18:22.771474,299,5,14048130
2022-11-12 11:18:23.386875,401,4,14060441
2022-11-12 11:18:23.643210,514,2,14065572
2022-11-12 11:18:23.659168,509,1,14065854
2022-11-12 11:18:23.683106,419,3,14066374
2022-11-12 11:18:24.163858,300,5,14076002
2022-11-12 11:18:24.699467,402,4,14086722
2022-11-12 11:18:24.953807,515,2,14091850
2022-11-12 11:18:24.968768,510,1,14092130
2022-11-12 11:18:24.994700,420,3,14092652
2022-11-12 11:18:25.473457,301,5,14102271
2022-11-12 11:18:26.001087,403,4,14112842
2022-11-12 11:18:26.267396,516,2,14118129
2022-11-12 11:18:26.292331,511,1,14118566
2022-11-12 11:18:26.305297,421,3,14118932
2022-11-12 11:18:26.786049,302,5,14128582
2022-11-12 11:18:27.324650,404,4,14139119
2022-11-12 11:18:27.579987,517,2,14144409
2022-11-12 11:18:27.600933,512,1,14144842
2022-11-12 11:18:27.616891,422,3,14145211
2022-11-12 11:18:28.098640,303,5,14154822
2022-11-12 11:18:28.625273,405,4,14165399
2022-11-12 11:18:28.892579,518,2,14170689
2022-11-12 11:18:28.929483,423,3,14171488
2022-11-12 11:18:28.994314,513,1,14172716
2022-11-12 11:18:29.412230,304,5,14181089
2022-11-12 11:18:29.961802,406,4,14191839
2022-11-12 11:18:30.201180,519,2,14196964
2022-11-12 11:18:30.242074,424,3,14197766
2022-11-12 11:18:30.304912,514,1,14198990
2022-11-12 11:18:30.724821,305,5,14207454
2022-11-12 11:18:31.257438,407,4,14218116
2022-11-12 11:18:31.522749,520,2,14223402
2022-11-12 11:18:31.554666,425,3,14224042
2022-11-12 11:18:31.617503,515,1,14225269
2022-11-12 11:18:32.041402,306,5,14233852
2022-11-12 11:18:32.563048,408,4,14244235
2022-11-12 11:18:32.829356,521,2,14249516
2022-11-12 11:18:32.842322,522,2,14249835
2022-11-12 11:18:32.866260,426,3,14250314
2022-11-12 11:18:32.931092,516,1,14251540
2022-11-12 11:18:33.355988,307,5,14260130
2022-11-12 11:18:33.961416,409,4,14272272
2022-11-12 11:18:34.178853,427,3,14276588
2022-11-12 11:18:34.220744,523,2,14277391
2022-11-12 11:18:34.242743,517,1,14277812
2022-11-12 11:18:34.668580,308,5,14286408
2022-11-12 11:18:35.268023,410,4,14298382
2022-11-12 11:18:35.491443,428,3,14302867
2022-11-12 11:18:35.530342,524,2,14303668
2022-11-12 11:18:35.553282,518,1,14304095
2022-11-12 11:18:35.978179,309,5,14312688
2022-11-12 11:18:36.579617,411,4,14324655
2022-11-12 11:18:36.852909,525,2,14330107
2022-11-12 11:18:36.876847,519,1,14330529
2022-11-12 11:18:36.891809,429,3,14330908
2022-11-12 11:18:37.384527,310,5,14340565
2022-11-12 11:18:37.900190,412,4,14351093
2022-11-12 11:18:38.171485,526,2,14356543
2022-11-12 11:18:38.195424,520,1,14356957
2022-11-12 11:18:38.197420,430,3,14357025
2022-11-12 11:18:38.682157,311,5,14366844
2022-11-12 11:18:39.214777,413,4,14377371
2022-11-12 11:18:39.492056,527,2,14382821
2022-11-12 11:18:39.511007,521,1,14383272
2022-11-12 11:18:39.513001,431,3,14383302
2022-11-12 11:18:39.996744,312,5,14393117
2022-11-12 11:18:40.529361,414,4,14403808
2022-11-12 11:18:40.794672,528,2,14409100
2022-11-12 11:18:40.821604,522,1,14409547
2022-11-12 11:18:40.823601,432,3,14409580
2022-11-12 11:18:41.322302,313,5,14419387
2022-11-12 11:18:41.842950,415,4,14430088
2022-11-12 11:18:42.106267,529,2,14435377
2022-11-12 11:18:42.130204,433,3,14435858
2022-11-12 11:18:42.210994,523,1,14437422
2022-11-12 11:18:42.617937,314,5,14445664
2022-11-12 11:18:43.158535,416,4,14456366
2022-11-12 11:18:43.425839,530,2,14461655
2022-11-12 11:18:43.444790,434,3,14462137
2022-11-12 11:18:43.523586,524,1,14463703
2022-11-12 11:18:43.941501,315,5,14472098
2022-11-12 11:18:44.468133,417,4,14482482
2022-11-12 11:18:44.747407,531,2,14488094
2022-11-12 11:18:44.770348,435,3,14488734
2022-11-12 11:18:44.837176,525,1,14489979
2022-11-12 11:18:45.253094,316,5,14498409
2022-11-12 11:18:45.772745,418,4,14508759
2022-11-12 11:18:46.053017,532,2,14514368
2022-11-12 11:18:46.083937,436,3,14515008
2022-11-12 11:18:46.146774,526,1,14516243
2022-11-12 11:18:46.567682,317,5,14524632
2022-11-12 11:18:47.167125,419,4,14536639
2022-11-12 11:18:47.396528,437,3,14541283
2022-11-12 11:18:47.451386,533,2,14542243
2022-11-12 11:18:47.461360,527,1,14542522
2022-11-12 11:18:47.877281,318,5,14550907
2022-11-12 11:18:48.475726,420,4,14562914
2022-11-12 11:18:48.718096,438,3,14567717
2022-11-12 11:18:48.755001,534,2,14568516
2022-11-12 11:18:48.773952,528,1,14568795
2022-11-12 11:18:49.188875,319,5,14577221
2022-11-12 11:18:49.786323,421,4,14589186
2022-11-12 11:18:50.067592,535,2,14594786
2022-11-12 11:18:50.078564,529,1,14595057
2022-11-12 11:18:50.100507,439,3,14595426
2022-11-12 11:18:50.580261,320,5,14605065
2022-11-12 11:18:51.099912,422,4,14615462
2022-11-12 11:18:51.380184,536,2,14621058
2022-11-12 11:18:51.395145,530,1,14621332
2022-11-12 11:18:51.414096,440,3,14621702
2022-11-12 11:18:51.892854,321,5,14631380
2022-11-12 11:18:52.410508,423,4,14641734
2022-11-12 11:18:52.691779,537,2,14647338
2022-11-12 11:18:52.707736,531,1,14647648
2022-11-12 11:18:52.734666,441,3,14648139
2022-11-12 11:18:53.211428,322,5,14657815
2022-11-12 11:18:53.725094,424,4,14668002
2022-11-12 11:18:54.012348,538,2,14673614
2022-11-12 11:18:54.022323,532,1,14673876
2022-11-12 11:18:54.045263,442,3,14674415
2022-11-12 11:18:54.537984,323,5,14684092
2022-11-12 11:18:55.052647,425,4,14694438
2022-11-12 11:18:55.323943,539,2,14700048
2022-11-12 11:18:55.355860,443,3,14700690
2022-11-12 11:18:55.411715,533,1,14701752
2022-11-12 11:18:55.841598,324,5,14710398
2022-11-12 11:18:56.349280,426,4,14720557
2022-11-12 11:18:56.664463,540,2,14726486
2022-11-12 11:18:56.676432,444,3,14726968
2022-11-12 11:18:56.722312,534,1,14728027
2022-11-12 11:18:57.149204,325,5,14736632
2022-11-12 11:18:57.659877,427,4,14746832
2022-11-12 11:18:57.964087,541,2,14752925
2022-11-12 11:18:57.979048,445,3,14753245
2022-11-12 11:18:58.034903,535,1,14754336
2022-11-12 11:18:58.468777,326,5,14763069
2022-11-12 11:18:58.972468,428,4,14773110
2022-11-12 11:18:59.267702,542,2,14779041
2022-11-12 11:18:59.292637,446,3,14779523
2022-11-12 11:18:59.343506,536,1,14780571
2022-11-12 11:18:59.781368,327,5,14789339
2022-11-12 11:19:00.372832,429,4,14800992
2022-11-12 11:19:00.604231,447,3,14805800
2022-11-12 11:19:00.660086,537,1,14806888
2022-11-12 11:19:00.661084,543,2,14806924
2022-11-12 11:19:01.091965,328,5,14815608
2022-11-12 11:19:01.677444,430,4,14827270
2022-11-12 11:19:01.917820,448,3,14832080
2022-11-12 11:19:01.974672,538,1,14833166
2022-11-12 11:19:01.974672,544,2,14833201
2022-11-12 11:19:02.413533,329,5,14842039
2022-11-12 11:19:02.991033,431,4,14853550
2022-11-12 11:19:03.284272,539,1,14859434
2022-11-12 11:19:03.285269,545,2,14859474
2022-11-12 11:19:03.310204,449,3,14859956
2022-11-12 11:19:03.812899,330,5,14870070
2022-11-12 11:19:04.300632,432,4,14879827
2022-11-12 11:19:04.589881,540,1,14885673
2022-11-12 11:19:04.597861,546,2,14885753
2022-11-12 11:19:04.628782,450,3,14886233
2022-11-12 11:19:05.126488,331,5,14896386
2022-11-12 11:19:05.622201,433,4,14906101
2022-11-12 11:19:05.907460,541,1,14911977
2022-11-12 11:19:05.907460,547,2,14912025
2022-11-12 11:19:05.927408,548,2,14912345
2022-11-12 11:19:05.933393,451,3,14912507
2022-11-12 11:19:06.448057,332,5,14922707
2022-11-12 11:19:06.925815,434,4,14932374
2022-11-12 11:19:07.220051,542,1,14938286
2022-11-12 11:19:07.221049,549,2,14938298
2022-11-12 11:19:07.244986,452,3,14938774
2022-11-12 11:19:07.757655,333,5,14949063
2022-11-12 11:19:08.254365,435,4,14958970
2022-11-12 11:19:08.533641,550,2,14964566
2022-11-12 11:19:08.557579,453,3,14965047
2022-11-12 11:19:08.611438,543,1,14966119
2022-11-12 11:19:09.070247,334,5,14975340
2022-11-12 11:19:09.564962,436,4,14985243
2022-11-12 11:19:09.846232,551,2,14990843
2022-11-12 11:19:09.869173,454,3,14991326
2022-11-12 11:19:09.919043,544,1,14992392
2022-11-12 11:19:10.390819,335,5,15001618
2022-11-12 11:19:10.877554,437,4,15011512
2022-11-12 11:19:11.168799,552,2,15017283
2022-11-12 11:19:11.189745,455,3,15017763
2022-11-12 11:19:11.236623,545,1,15018666
2022-11-12 11:19:11.701414,336,5,15027930
2022-11-12 11:19:11.709393,337,5,15028141
2022-11-12 11:19:12.199123,438,4,15037948
2022-11-12 11:19:12.477400,553,2,15043400
2022-11-12 11:19:12.512309,456,3,15044041
2022-11-12 11:19:12.548215,546,1,15044944
2022-11-12 11:19:13.012011,338,5,15054160
2022-11-12 11:19:13.581532,439,4,15065673
2022-11-12 11:19:13.821908,457,3,15070482
2022-11-12 11:19:13.856818,547,1,15071224
2022-11-12 11:19:13.861805,554,2,15071283
2022-11-12 11:19:14.320613,339,5,15080483
2022-11-12 11:19:14.892129,440,4,15091954
2022-11-12 11:19:15.131507,458,3,15096763
2022-11-12 11:19:15.173398,555,2,15097564
2022-11-12 11:19:15.184370,548,1,15097698
2022-11-12 11:19:15.638193,340,5,15106755
2022-11-12 11:19:16.212699,441,4,15118395
2022-11-12 11:19:16.488986,556,2,15123844
2022-11-12 11:19:16.494968,549,1,15123941
2022-11-12 11:19:16.525887,459,3,15124645
2022-11-12 11:19:17.023594,341,5,15134628
2022-11-12 11:19:17.526290,442,4,15144676
2022-11-12 11:19:17.798581,557,2,15150125
2022-11-12 11:19:17.814540,550,1,15150379
2022-11-12 11:19:17.837480,460,3,15150927
2022-11-12 11:19:18.336185,342,5,15160856
2022-11-12 11:19:18.843867,443,4,15170953
2022-11-12 11:19:19.111174,558,2,15176402
2022-11-12 11:19:19.119153,551,1,15176648
2022-11-12 11:19:19.160046,461,3,15177204
2022-11-12 11:19:19.655760,343,5,15187164
2022-11-12 11:19:20.158454,444,4,15197391
2022-11-12 11:19:20.431744,559,2,15202678
2022-11-12 11:19:20.439723,552,1,15202963
2022-11-12 11:19:20.462664,462,3,15203478
2022-11-12 11:19:20.957379,344,5,15213442
2022-11-12 11:19:21.471045,445,4,15223507
2022-11-12 11:19:21.736356,560,2,15228953
2022-11-12 11:19:21.784233,463,3,15229915
2022-11-12 11:19:21.825126,553,1,15230800
2022-11-12 11:19:22.270968,345,5,15239716
2022-11-12 11:19:22.774660,446,4,15249785
2022-11-12 11:19:23.045955,561,2,15255228
2022-11-12 11:19:23.086849,464,3,15256030
2022-11-12 11:19:23.136719,554,1,15257107
2022-11-12 11:19:23.584557,346,5,15265995
2022-11-12 11:19:24.094233,447,4,15276219
2022-11-12 11:19:24.359544,562,2,15281501
2022-11-12 11:19:24.408417,465,3,15282459
2022-11-12 11:19:24.454298,555,1,15283378
2022-11-12 11:19:24.894156,347,5,15292274
2022-11-12 11:19:25.415802,448,4,15302334
2022-11-12 11:19:25.678120,563,2,15307931
2022-11-12 11:19:25.718016,466,3,15308733
2022-11-12 11:19:25.765894,556,1,15309653
2022-11-12 11:19:26.206749,348,5,15318556
2022-11-12 11:19:26.790233,449,4,15330207
2022-11-12 11:19:27.037590,467,3,15335171
2022-11-12 11:19:27.061528,564,2,15335652
2022-11-12 11:19:27.085465,557,1,15335930
2022-11-12 11:19:27.527318,349,5,15344833
2022-11-12 11:19:28.102824,450,4,15356476
2022-11-12 11:19:28.344197,468,3,15361287
2022-11-12 11:19:28.383098,565,2,15361928
2022-11-12 11:19:28.393072,558,1,15362202
2022-11-12 11:19:28.831931,350,5,15371097
2022-11-12 11:19:29.417411,451,4,15382753
2022-11-12 11:19:29.684716,566,2,15388204
2022-11-12 11:19:29.709652,559,1,15388638
2022-11-12 11:19:29.744561,469,3,15389328
2022-11-12 11:19:30.223318,351,5,15398981
2022-11-12 11:19:30.734991,452,4,15409194
2022-11-12 11:19:30.998305,567,2,15414483
2022-11-12 11:19:31.017256,560,1,15414915
2022-11-12 11:19:31.055157,470,3,15415607
2022-11-12 11:19:31.534912,352,5,15425257
2022-11-12 11:19:32.047580,453,4,15435470
2022-11-12 11:19:32.311895,568,2,15440763
2022-11-12 11:19:32.334836,561,1,15441228
2022-11-12 11:19:32.368746,471,3,15441885
2022-11-12 11:19:32.848501,353,5,15451525
2022-11-12 11:19:33.352192,454,4,15461591
2022-11-12 11:19:33.630470,569,2,15467202
2022-11-12 11:19:33.641441,562,1,15467468
2022-11-12 11:19:33.678345,472,3,15468164
2022-11-12 11:19:34.167076,354,5,15477824
2022-11-12 11:19:34.672763,455,4,15488030
2022-11-12 11:19:34.950044,570,2,15493640
2022-11-12 11:19:34.991935,473,3,15494442
2022-11-12 11:19:35.037815,563,1,15495343
2022-11-12 11:19:35.470691,355,5,15504062
2022-11-12 11:19:35.982362,456,4,15514307
2022-11-12 11:19:36.262635,571,2,15519917
2022-11-12 11:19:36.310510,474,3,15520881
2022-11-12 11:19:36.352402,564,1,15521735
2022-11-12 11:19:36.783283,356,5,15530371
2022-11-12 11:19:37.309915,457,4,15540904
2022-11-12 11:19:37.574229,572,2,15546193
2022-11-12 11:19:37.622105,475,3,15547154
2022-11-12 11:19:37.668983,565,1,15548054
2022-11-12 11:19:38.094877,357,5,15556638
2022-11-12 11:19:38.614527,458,4,15567021
2022-11-12 11:19:38.894799,573,2,15572626
2022-11-12 11:19:38.958636,476,3,15573589
2022-11-12 11:19:38.977584,566,1,15574322
2022-11-12 11:19:39.414450,358,5,15582908
2022-11-12 11:19:40.009904,459,4,15594897
2022-11-12 11:19:40.255267,477,3,15599700
2022-11-12 11:19:40.278207,574,2,15600340
2022-11-12 11:19:40.289179,567,1,15600592
2022-11-12 11:19:40.719062,359,5,15609188
2022-11-12 11:19:41.320501,460,4,15621170
2022-11-12 11:19:41.566861,478,3,15626129
2022-11-12 11:19:41.593791,575,2,15626608
2022-11-12 11:19:41.601770,568,1,15626863
2022-11-12 11:19:42.033649,360,5,15635468
2022-11-12 11:19:42.631097,461,4,15647444
2022-11-12 11:19:42.913366,576,2,15652881
2022-11-12 11:19:42.928328,569,1,15653134
2022-11-12 11:19:42.942290,577,2,15653365
2022-11-12 11:19:42.952263,479,3,15653844
2022-11-12 11:19:43.423041,361,5,15663351
2022-11-12 11:19:43.951669,462,4,15673876
2022-11-12 11:19:44.214986,578,2,15679159
2022-11-12 11:19:44.227953,570,1,15679409
2022-11-12 11:19:44.262860,480,3,15680123
2022-11-12 11:19:44.734635,362,5,15689617
2022-11-12 11:19:45.259274,463,4,15699987
2022-11-12 11:19:45.526578,579,2,15705437
2022-11-12 11:19:45.536552,571,1,15705683
2022-11-12 11:19:45.583431,481,3,15706559
2022-11-12 11:19:46.081139,363,5,15716253
2022-11-12 11:19:46.574856,464,4,15726424
2022-11-12 11:19:46.839171,580,2,15731713
2022-11-12 11:19:46.855130,572,1,15731999
2022-11-12 11:19:46.895026,482,3,15732837
2022-11-12 11:19:47.384755,364,5,15742655
2022-11-12 11:19:47.894430,465,4,15752862
2022-11-12 11:19:48.175699,581,2,15758152
2022-11-12 11:19:48.206620,483,3,15759115
2022-11-12 11:19:48.246515,573,1,15759876
2022-11-12 11:19:48.695350,365,5,15768924
2022-11-12 11:19:49.215000,466,4,15779139
2022-11-12 11:19:49.472332,582,2,15784430
2022-11-12 11:19:49.519211,484,3,15785392
2022-11-12 11:19:49.553123,574,1,15786108
2022-11-12 11:19:50.007941,366,5,15795190
2022-11-12 11:19:50.519613,467,4,15805417
2022-11-12 11:19:50.791906,583,2,15810864
2022-11-12 11:19:50.839781,485,3,15811828
2022-11-12 11:19:50.870701,575,1,15812425
2022-11-12 11:19:51.318538,367,5,15821468
2022-11-12 11:19:51.825222,468,4,15831535
2022-11-12 11:19:52.095520,584,2,15836984
2022-11-12 11:19:52.152373,486,3,15838106
2022-11-12 11:19:52.193267,576,1,15838698
