时间,次数,架号,检测值
2022-11-12 14:32:15.151972,60,2,21591141
2022-11-12 14:32:15.182895,60,3,21591943
2022-11-12 14:32:15.223794,60,1,21592854
2022-11-12 14:32:15.624819,63,5,21600882
2022-11-12 14:32:16.258241,61,4,21613571
2022-11-12 14:32:16.491666,61,3,21618223
2022-11-12 14:32:16.529573,61,2,21619024
2022-11-12 14:32:16.538550,61,1,21619133
2022-11-12 14:32:16.931579,64,5,21627119
2022-11-12 14:32:17.570004,62,4,21639851
2022-11-12 14:32:17.800434,62,3,21644502
2022-11-12 14:32:17.842333,62,2,21645302
2022-11-12 14:32:17.858291,62,1,21645408
2022-11-12 14:32:18.250325,65,5,21653431
2022-11-12 14:32:18.885757,63,4,21666131
2022-11-12 14:32:19.153095,63,2,21671579
2022-11-12 14:32:19.156088,63,1,21671682
2022-11-12 14:32:19.201975,63,3,21672541
2022-11-12 14:32:19.641890,66,5,21681306
2022-11-12 14:32:20.194525,64,4,21692405
2022-11-12 14:32:20.464857,64,2,21697856
2022-11-12 14:32:20.472837,64,1,21697964
2022-11-12 14:32:20.512739,64,3,21698820
2022-11-12 14:32:20.953651,67,5,21707576
2022-11-12 14:32:21.507284,65,4,21718682
2022-11-12 14:32:21.778614,65,2,21724131
2022-11-12 14:32:21.796570,65,1,21724394
2022-11-12 14:32:21.828491,65,3,21725093
2022-11-12 14:32:22.267408,68,5,21733840
2022-11-12 14:32:22.821043,66,4,21744957
2022-11-12 14:32:23.091374,66,2,21750405
2022-11-12 14:32:23.101349,66,1,21750663
2022-11-12 14:32:23.145241,66,3,21751527
2022-11-12 14:32:23.578172,69,5,21760112
2022-11-12 14:32:24.129810,67,4,21771232
2022-11-12 14:32:24.411116,67,2,21776841
2022-11-12 14:32:24.458998,67,3,21777802
2022-11-12 14:32:24.497902,67,1,21778539
2022-11-12 14:32:24.884946,70,5,21786388
2022-11-12 14:32:25.444565,68,4,21797506
2022-11-12 14:32:25.713900,68,2,21802955
2022-11-12 14:32:25.771758,68,3,21804075
2022-11-12 14:32:25.805674,68,1,21804809
2022-11-12 14:32:26.201696,71,5,21812673
2022-11-12 14:32:26.754332,69,4,21823780
2022-11-12 14:32:27.028655,69,2,21829228
2022-11-12 14:32:27.052596,70,2,21829707
2022-11-12 14:32:27.108459,69,3,21830828
2022-11-12 14:32:27.119432,69,1,21831081
2022-11-12 14:32:27.509468,72,5,21838948
2022-11-12 14:32:28.076070,70,4,21850220
2022-11-12 14:32:28.338422,71,2,21855502
2022-11-12 14:32:28.426205,70,3,21857262
2022-11-12 14:32:28.433188,70,1,21857346
2022-11-12 14:32:28.822228,73,5,21865227
2022-11-12 14:32:29.467634,71,4,21878096
2022-11-12 14:32:29.733979,72,2,21883376
2022-11-12 14:32:29.740961,71,3,21883535
2022-11-12 14:32:29.746946,71,1,21883624
2022-11-12 14:32:30.142968,74,5,21891662
2022-11-12 14:32:30.788376,72,4,21904533
2022-11-12 14:32:31.042746,73,2,21909653
2022-11-12 14:32:31.052722,72,3,21909815
2022-11-12 14:32:31.067685,72,1,21910102
2022-11-12 14:32:31.467698,75,5,21918100
2022-11-12 14:32:32.102134,73,4,21930810
2022-11-12 14:32:32.358501,74,2,21935937
2022-11-12 14:32:32.383439,73,1,21936498
2022-11-12 14:32:32.443291,73,3,21937702
2022-11-12 14:32:32.862259,76,5,21945980
2022-11-12 14:32:33.413895,74,4,21957087
2022-11-12 14:32:33.684227,75,2,21962378
2022-11-12 14:32:33.700187,74,1,21962866
2022-11-12 14:32:33.757047,74,3,21963983
2022-11-12 14:32:34.175015,77,5,21972257
2022-11-12 14:32:34.724658,75,4,21983366
2022-11-12 14:32:34.990004,76,2,21988659
2022-11-12 14:32:35.011949,75,1,21989060
2022-11-12 14:32:35.069807,75,3,21990261
2022-11-12 14:32:35.480792,78,5,21998530
2022-11-12 14:32:36.036421,76,4,22009647
2022-11-12 14:32:36.300767,77,2,22014937
2022-11-12 14:32:36.323711,76,1,22015386
2022-11-12 14:32:36.380571,76,3,22016541
2022-11-12 14:32:36.796544,79,5,22024808
2022-11-12 14:32:37.349180,77,4,22035925
2022-11-12 14:32:37.612530,78,2,22041215
2022-11-12 14:32:37.693331,77,3,22042820
2022-11-12 14:32:37.715276,77,1,22043259
2022-11-12 14:32:38.112296,80,5,22051230
2022-11-12 14:32:38.662938,78,4,22062200
2022-11-12 14:32:38.927284,79,2,22067491
2022-11-12 14:32:39.005092,78,3,22069092
2022-11-12 14:32:39.029033,78,1,22069565
2022-11-12 14:32:39.430044,81,5,22077494
2022-11-12 14:32:39.975697,79,4,22088475
2022-11-12 14:32:40.246039,80,2,22093924
2022-11-12 14:32:40.317852,79,3,22095367
2022-11-12 14:32:40.357753,79,1,22095800
2022-11-12 14:32:40.750783,82,5,22103977
2022-11-12 14:32:41.287459,80,4,22114752
2022-11-12 14:32:41.557792,81,2,22120200
2022-11-12 14:32:41.628616,80,3,22121642
2022-11-12 14:32:41.653555,80,1,22122071
2022-11-12 14:32:42.064541,83,5,22130377
2022-11-12 14:32:42.685009,81,4,22142790
2022-11-12 14:32:42.941376,81,3,22147916
2022-11-12 14:32:42.951351,82,2,22148075
2022-11-12 14:32:42.965317,81,1,22148344
2022-11-12 14:32:43.390268,84,5,22156854
2022-11-12 14:32:43.998766,82,4,22169066
2022-11-12 14:32:44.269098,83,2,22174347
2022-11-12 14:32:44.269098,82,3,22174347
2022-11-12 14:32:44.273089,82,1,22174606
2022-11-12 14:32:44.703027,85,5,22183094
2022-11-12 14:32:45.311526,83,4,22195342
2022-11-12 14:32:45.573878,84,2,22200625
2022-11-12 14:32:45.584851,83,1,22200879
2022-11-12 14:32:45.654678,83,3,22202222
2022-11-12 14:32:46.093595,86,5,22210976
2022-11-12 14:32:46.632265,84,4,22221780
2022-11-12 14:32:46.887636,85,2,22226898
2022-11-12 14:32:46.904595,84,1,22227154
2022-11-12 14:32:46.971430,84,3,22228499
2022-11-12 14:32:47.407353,87,5,22237289
2022-11-12 14:32:47.944028,85,4,22248054
2022-11-12 14:32:48.199397,86,2,22253172
2022-11-12 14:32:48.215357,85,1,22253429
2022-11-12 14:32:48.280197,85,3,22254777
2022-11-12 14:32:48.718116,88,5,22263561
2022-11-12 14:32:49.255790,86,4,22274331
2022-11-12 14:32:49.527119,86,1,22279704
2022-11-12 14:32:49.527119,87,2,22279612
2022-11-12 14:32:49.591961,86,3,22281056
2022-11-12 14:32:50.032872,89,5,22289841
2022-11-12 14:32:50.599472,87,4,22301244
2022-11-12 14:32:50.841876,88,2,22306057
2022-11-12 14:32:50.905716,87,3,22307337
2022-11-12 14:32:50.919682,87,1,22307625
2022-11-12 14:32:51.343636,90,5,22316116
2022-11-12 14:32:51.914229,88,4,22327525
2022-11-12 14:32:52.160619,89,2,22332496
2022-11-12 14:32:52.217479,88,3,22333618
2022-11-12 14:32:52.233439,88,1,22333861
2022-11-12 14:32:52.655398,91,5,22342388
2022-11-12 14:32:53.227986,89,4,22353807
2022-11-12 14:32:53.463403,90,2,22358615
2022-11-12 14:32:53.530240,89,3,22359899
2022-11-12 14:32:53.540215,89,1,22360144
2022-11-12 14:32:53.965168,92,5,22368660
2022-11-12 14:32:54.535756,90,4,22380087
2022-11-12 14:32:54.777161,91,2,22384896
2022-11-12 14:32:54.839019,90,3,22386179
2022-11-12 14:32:54.862948,90,1,22386458
2022-11-12 14:32:55.275930,93,5,22394935
2022-11-12 14:32:55.927321,91,4,22407968
2022-11-12 14:32:56.153762,91,3,22412457
2022-11-12 14:32:56.168725,92,2,22412777
2022-11-12 14:32:56.191668,91,1,22412898
2022-11-12 14:32:56.586693,94,5,22421200
2022-11-12 14:32:57.243073,92,4,22434246
2022-11-12 14:32:57.464527,92,3,22438734
2022-11-12 14:32:57.483480,92,1,22439128
2022-11-12 14:32:57.488467,93,2,22439214
2022-11-12 14:32:57.900452,95,5,22447471
2022-11-12 14:32:58.554835,93,4,22460522
2022-11-12 14:32:58.793247,94,2,22465330
2022-11-12 14:32:58.810205,93,1,22465605
2022-11-12 14:32:58.859085,93,3,22466613
2022-11-12 14:32:59.296006,96,5,22475359
2022-11-12 14:32:59.864602,94,4,22486800
2022-11-12 14:33:00.111991,95,2,22491605
2022-11-12 14:33:00.143913,94,1,22492044
2022-11-12 14:33:00.168851,94,3,22492886
2022-11-12 14:33:00.608765,97,5,22501635
2022-11-12 14:33:01.188335,95,4,22513074
2022-11-12 14:33:01.417768,96,2,22517878
2022-11-12 14:33:01.441709,95,1,22518347
2022-11-12 14:33:01.489592,95,3,22519319
2022-11-12 14:33:01.916537,98,5,22527914
2022-11-12 14:33:02.491120,96,4,22539350
2022-11-12 14:33:02.729530,97,2,22544151
2022-11-12 14:33:02.760454,96,1,22544743
2022-11-12 14:33:02.809334,96,3,22545588
2022-11-12 14:33:03.235282,99,5,22554192
2022-11-12 14:33:03.802881,97,4,22565623
2022-11-12 14:33:04.046282,98,2,22570423
2022-11-12 14:33:04.114113,97,3,22571863
2022-11-12 14:33:04.153017,97,1,22572611
2022-11-12 14:33:04.547044,100,5,22580459
2022-11-12 14:33:05.115640,98,4,22591900
2022-11-12 14:33:05.361035,99,2,22596698
2022-11-12 14:33:05.427871,98,3,22598140
2022-11-12 14:33:05.467773,98,1,22598877
2022-11-12 14:33:05.857808,101,5,22606743
2022-11-12 14:33:05.874766,102,5,22607195
2022-11-12 14:33:06.427403,99,4,22618176
2022-11-12 14:33:06.668807,100,2,22622976
2022-11-12 14:33:06.739632,99,3,22624421
2022-11-12 14:33:06.772550,99,1,22625157
2022-11-12 14:33:07.171567,103,5,22633023
2022-11-12 14:33:07.746147,100,4,22644608
2022-11-12 14:33:07.980569,101,2,22649257
2022-11-12 14:33:08.066357,100,3,22651021
2022-11-12 14:33:08.086308,100,1,22651435
2022-11-12 14:33:08.484325,104,5,22659332
2022-11-12 14:33:09.140705,101,4,22672490
2022-11-12 14:33:09.374129,102,2,22677141
2022-11-12 14:33:09.388094,101,3,22677460
2022-11-12 14:33:09.398069,101,1,22677714
2022-11-12 14:33:09.795089,105,5,22685606
2022-11-12 14:33:10.451469,102,4,22698771
2022-11-12 14:33:10.685891,103,2,22703419
2022-11-12 14:33:10.700854,102,3,22703739
2022-11-12 14:33:10.725792,102,1,22704309
2022-11-12 14:33:11.106914,106,5,22711880
2022-11-12 14:33:11.763232,103,4,22725049
2022-11-12 14:33:11.994660,104,2,22729699
2022-11-12 14:33:12.060498,103,1,22730746
2022-11-12 14:33:12.092419,103,3,22731624
2022-11-12 14:33:12.502407,107,5,22739743
2022-11-12 14:33:13.076988,104,4,22751329
2022-11-12 14:33:13.317395,105,2,22755979
2022-11-12 14:33:13.364281,104,1,22757069
2022-11-12 14:33:13.405180,104,3,22757902
2022-11-12 14:33:13.814169,108,5,22766056
2022-11-12 14:33:14.388751,105,4,22777607
2022-11-12 14:33:14.628160,106,2,22782415
2022-11-12 14:33:14.684022,105,1,22783581
2022-11-12 14:33:14.715943,105,3,22784180
2022-11-12 14:33:15.120945,109,5,22792295
2022-11-12 14:33:15.700513,106,4,22803887
2022-11-12 14:33:15.939922,107,2,22808693
2022-11-12 14:33:16.011744,106,1,22810097
2022-11-12 14:33:16.022718,106,3,22810297
2022-11-12 14:33:16.430710,110,5,22818571
2022-11-12 14:33:17.013273,107,4,22830161
2022-11-12 14:33:17.261659,108,2,22835129
2022-11-12 14:33:17.340464,107,3,22836730
2022-11-12 14:33:17.404307,107,1,22837964
2022-11-12 14:33:17.748457,111,5,22844848
2022-11-12 14:33:18.327031,108,4,22856438
2022-11-12 14:33:18.580404,109,2,22861563
2022-11-12 14:33:18.661204,108,3,22863164
2022-11-12 14:33:18.720061,108,1,22864236
2022-11-12 14:33:19.069197,112,5,22871291
2022-11-12 14:33:19.649766,109,4,22882715
2022-11-12 14:33:19.901144,110,2,22887996
2022-11-12 14:33:19.973965,109,3,22889436
2022-11-12 14:33:20.028830,109,1,22890508
2022-11-12 14:33:20.382956,113,5,22897563
2022-11-12 14:33:20.414877,114,5,22898188
2022-11-12 14:33:20.948558,110,4,22908990
2022-11-12 14:33:21.212906,111,2,22914270
2022-11-12 14:33:21.285726,110,3,22915711
2022-11-12 14:33:21.340591,110,1,22916781
2022-11-12 14:33:21.693720,115,5,22923837
2022-11-12 14:33:22.344116,111,4,22936865
2022-11-12 14:33:22.606466,112,2,22942147
2022-11-12 14:33:22.607464,111,3,22942148
2022-11-12 14:33:22.650359,111,1,22943058
2022-11-12 14:33:23.007476,116,5,22950117
2022-11-12 14:33:23.652883,112,4,22963140
2022-11-12 14:33:23.919227,113,2,22968428
2022-11-12 14:33:23.920224,112,3,22968428
2022-11-12 14:33:23.966109,112,1,22969336
2022-11-12 14:33:24.319240,117,5,22976388
2022-11-12 14:33:24.975618,113,4,22989573
2022-11-12 14:33:25.230987,114,2,22994707
2022-11-12 14:33:25.280864,113,1,22995773
2022-11-12 14:33:25.311788,113,3,22996311
2022-11-12 14:33:25.710803,118,5,23004308
2022-11-12 14:33:26.287380,114,4,23015854
2022-11-12 14:33:26.545745,115,2,23020985
2022-11-12 14:33:26.592626,114,1,23022047
2022-11-12 14:33:26.621555,114,3,23022587
2022-11-12 14:33:27.021567,119,5,23030582
2022-11-12 14:33:27.600139,115,4,23042136
2022-11-12 14:33:27.854512,116,2,23047264
2022-11-12 14:33:27.919354,115,1,23048479
2022-11-12 14:33:27.937309,115,3,23048869
2022-11-12 14:33:28.334328,120,5,23056853
2022-11-12 14:33:28.912901,116,4,23068411
