时间,次数,架号,检测值
2022-10-25 17:23:01.153991,47,4,12734245
2022-10-25 17:23:01.411716,76,3,12735871
2022-10-25 17:23:03.589371,159,1,12749693
2022-10-25 17:23:04.592292,48,4,12756045
2022-10-25 17:23:04.850015,77,3,12757673
2022-10-25 17:23:07.059640,160,1,12771698
2022-10-25 17:23:08.029596,49,4,12777848
2022-10-25 17:23:08.287320,78,3,12779473
2022-10-25 17:23:10.496942,161,1,12793501
2022-10-25 17:23:11.465901,50,4,12799652
2022-10-25 17:23:11.727619,79,3,12801277
2022-10-25 17:23:13.942236,162,1,12815356
2022-10-25 17:23:14.904200,51,4,12821454
2022-10-25 17:23:15.168916,80,3,12823132
2022-10-25 17:23:17.378539,163,1,12837157
2022-10-25 17:23:18.339505,52,4,12843255
2022-10-25 17:23:18.597230,81,3,12844883
2022-10-25 17:23:20.819839,164,1,12858957
2022-10-25 17:23:21.778807,53,4,12865058
2022-10-25 17:23:22.061502,82,3,12866835
2022-10-25 17:23:24.256142,165,1,12880761
2022-10-25 17:23:25.215109,54,4,12886861
2022-10-25 17:23:25.511790,83,3,12888690
2022-10-25 17:23:27.699438,166,1,12902564
2022-10-25 17:23:28.656409,55,4,12908662
2022-10-25 17:23:28.950092,84,3,12910493
2022-10-25 17:23:31.128749,167,1,12924365
2022-10-25 17:23:32.090716,56,4,12930463
2022-10-25 17:23:32.388396,85,3,12932345
2022-10-25 17:23:34.575044,168,1,12946167
2022-10-25 17:23:35.537007,57,4,12952268
2022-10-25 17:23:35.840683,86,3,12954146
2022-10-25 17:23:38.004355,169,1,12967971
2022-10-25 17:23:38.966319,58,4,12974070
2022-10-25 17:23:39.263001,87,3,12975951
2022-10-25 17:23:41.443655,170,1,12989773
2022-10-25 17:23:42.421603,59,4,12995871
2022-10-25 17:23:42.699304,88,3,12997753
2022-10-25 17:23:44.881958,171,1,13011574
2022-10-25 17:23:45.844921,60,4,13017674
2022-10-25 17:23:46.128615,89,3,13019502
2022-10-25 17:23:48.317262,172,1,13033377
2022-10-25 17:23:49.280226,61,4,13039477
2022-10-25 17:23:49.574909,90,3,13041356
2022-10-25 17:23:51.754563,173,1,13055181
2022-10-25 17:23:52.718526,62,4,13061279
2022-10-25 17:23:53.029193,91,3,13063262
2022-10-25 17:23:55.197859,174,1,13076982
2022-10-25 17:23:56.152832,63,4,13083080
2022-10-25 17:23:56.465496,92,3,13085063
2022-10-25 17:23:58.631167,175,1,13098782
2022-10-25 17:23:59.590136,64,4,13104884
2022-10-25 17:23:59.893808,93,3,13106813
2022-10-25 17:24:02.068472,176,1,13120587
2022-10-25 17:24:03.028437,65,4,13126687
2022-10-25 17:24:03.341100,94,3,13128668
2022-10-25 17:24:05.504775,177,1,13142389
2022-10-25 17:24:06.465739,66,4,13148488
2022-10-25 17:24:06.769412,95,3,13150420
2022-10-25 17:24:08.952066,178,1,13164241
2022-10-25 17:24:09.927016,67,4,13170441
2022-10-25 17:24:10.208714,96,3,13172222
2022-10-25 17:24:12.396361,179,1,13186093
2022-10-25 17:24:13.365318,68,4,13192246
2022-10-25 17:24:13.646017,97,3,13194023
2022-10-25 17:24:15.833664,180,1,13207898
2022-10-25 17:24:16.809612,69,4,13214099
2022-10-25 17:24:17.083319,98,3,13215827
2022-10-25 17:24:19.286949,181,1,13229802
2022-10-25 17:24:20.248915,70,4,13235899
2022-10-25 17:24:20.519622,99,3,13237629
2022-10-25 17:24:22.724253,182,1,13251602
2022-10-25 17:24:23.428495,4,5,13256077
2022-10-25 17:24:23.686218,71,4,13257702
2022-10-25 17:24:23.959923,100,3,13259429
2022-10-25 17:24:26.163553,183,1,13273405
2022-10-25 17:24:26.876786,5,5,13277931
2022-10-25 17:24:27.122520,72,4,13279506
2022-10-25 17:24:27.403220,101,3,13281283
2022-10-25 17:24:29.598856,184,1,13295209
2022-10-25 17:24:30.312091,6,5,13299731
2022-10-25 17:24:30.560823,73,4,13301308
2022-10-25 17:24:30.839521,102,3,13303087
2022-10-25 17:24:33.047148,185,1,13317062
2022-10-25 17:24:33.743398,7,5,13321483
2022-10-25 17:24:33.997125,74,4,13323108
2022-10-25 17:24:34.285814,103,3,13324940
