607.13712	238.47	649
607.11954	238.57	655
607.11924	238.65	651
607.13146	238.66	647
607.17557	238.65	651
607.28554	238.6	645
607.35796	238.55	648
607.54839	238.49	643
607.65508	238.43	649
607.81184	238.36	649
607.93165	238.29	642
608.03834	238.22	643
608.08275	238.15	647
608.10808	238.08	643
608.14027	238.03	641
608.17812	237.99	643
608.23921	237.95	636
608.4511	237.9	643
608.54766	237.85	640
608.73721	237.81	645
608.76999	237.77	645
608.89814	237.74	644
608.89695	237.72	640
608.90112	237.69	639
608.92824	237.66	634
609.0394	237.63	638
609.12255	237.63	645
609.25607	237.62	643
609.48882	237.58	640
609.61578	237.56	641
609.74453	237.53	641
609.8089	237.49	642
609.73111	237.45	636
609.64648	237.38	639
609.48763	237.32	645
609.42475	237.24	642
609.29719	237.16	637
609.45604	237.12	641
609.53233	237.04	640
609.78029	236.99	641
609.95433	236.94	654
610.12957	236.9	648
610.14447	236.87	647
610.15937	236.83	642
610.03182	236.79	636
609.96625	236.72	645
609.87566	236.67	637
609.84943	236.65	636
609.87923	236.6	644
609.93407	236.55	650
610.03599	236.52	648
610.12659	236.53	650
610.24997	236.55	649
610.31733	236.58	645
610.35667	236.64	645
610.30451	236.68	641
610.23626	236.72	643
610.14924	236.76	646
610.11795	236.8	655
610.19156	236.82	659
610.26338	236.82	660
610.48839	236.82	
610.62667	236.83	
610.79208	236.8	
610.95152	236.77	
610.98639	236.77	
611.04778	236.72	
611.05285	236.68	
611.03348	236.64	
610.96881	236.6	
610.92231	236.56	
610.91009	236.55	
610.91576	236.58	
611.05285	236.61	
611.1196	236.61	
611.14047	236.65	
611.13451	236.7	
611.0457	236.74	
610.96284	236.78	
610.86867	236.82	
610.86122	236.86	
610.87761	236.9	
611.00725	236.92	
611.04629	236.96	
611.06119	236.99	
611.02722	237.02	
610.94377	237.06	
610.85764	237.08	
610.81383	237.11	
610.79834	237.11	
610.82307	237.11	
610.86897	237.12	
610.89311	237.13	
610.94496	237.14	
610.9852	237.15	
611.00725	237.17	
610.99205	237.18	
610.925	237.19	
610.88446	237.2	
610.71638	237.24	
610.62667	237.23	
610.61237	237.26	
610.73933	237.29	
610.86092	237.32	
611.05493	237.33	
611.1658	237.35	
611.31749	237.37	
611.32912	237.39	
611.32196	237.4	
611.3157	237.44	
611.27368	237.45	
611.22451	237.45	
611.2108	237.4	
611.21646	237.38	
611.21378	237.35	
611.3318	237.31	
611.39379	237.28	
611.49064	237.23	
611.53147	237.15	
611.50495	237.09	
611.41465	237.02	
611.3461	237	
611.23583	236.98	
611.2406	236.97	
611.22242	236.97	
611.30498	236.97	
611.38306	236.97	
611.4373	236.99	
611.4516	237.01	
611.34104	237.06	
611.32554	237.07	
611.28709	237.06	
611.28352	237.05	
611.24507	237.06	
611.17504	237.08	
611.14106	237.11	
611.13808	237.14	
611.1801	237.17	
611.30915	237.17	
611.35624	237.18	
611.35325	237.22	
611.30557	237.26	
611.15805	237.28	
611.11752	237.29	
611.07609	237.29	
611.09696	237.29	
611.1953	237.28	
611.32256	237.3	
611.38902	237.32	
611.43044	237.35	
611.45935	237.38	
611.44296	237.41	
611.4218	237.45	
611.38961	237.5	
611.34282	237.55	
611.32703	237.62	
611.3312	237.72	
611.347	237.82	
611.43402	237.93	
611.4665	238.04	
611.57349	238.15	
611.61462	238.25	
611.65545	238.37	
611.62207	238.53	
611.56485	238.66	
611.45011	238.77	
611.41226	238.86	
611.41048	238.95	
611.44177	239.03	
611.50495	239.12	
611.54548	239.24	
611.55829	239.34	
611.58333	239.38	
611.61134	239.42	
611.61343	239.46	
611.5729	239.51	
611.5428	239.55	
611.47872	239.6	
611.39021	239.63	
611.38246	239.61	
611.4367	239.61	
611.56217	239.63	
611.57767	239.64	
611.57051	239.66	
611.56187	239.66	
611.50793	239.65	
611.41584	239.64	
611.4215	239.61	
611.39587	239.59	
611.41584	239.56	
611.47574	239.53	
611.51776	239.49	
