657.34897	711.46	655
657.1487	712.08	651
657.05184	711.43	645
656.85783	710.76	657
656.78958	710.09	649
656.63997	709.42	647
656.55593	708.75	654
656.46891	708.38	657
656.4099	708.02	651
656.36162	707.8	649
656.24897	707.75	658
656.14645	707.78	652
655.78733	707.82	649
655.61418	707.9	648
655.32867	707.99	655
655.19247	708.08	659
655.08072	708.18	651
655.07207	708.28	657
655.01694	708.38	649
655.00919	708.46	649
655.02797	708.54	654
654.91829	708.59	657
654.73501	708.59	655
654.5848	708.53	648
654.43997	708.46	647
654.06744	708.37	657
653.85644	708.24	654
653.80518	708.09	643
653.79087	707.92	644
653.79117	707.76	653
653.85942	707.57	649
653.83468	707.39	651
653.81233	707.21	650
653.66063	707.01	654
653.52801	706.81	651
653.23118	706.64	647
653.05237	706.44	644
652.76716	706.26	642
652.69981	706.08	644
652.70964	705.93	644
652.76805	705.79	635
652.81723	705.69	638
652.7764	705.61	643
652.75524	705.57	635
652.57583	705.57	643
652.5046	705.75	639
652.35559	705.98	646
652.24741	706.29	639
652.1887	706.61	636
652.16694	706.95	636
652.16754	707.32	638
652.2644	707.83	636
652.31208	708.33	634
652.38897	708.89	635
652.35291	709.33	634
652.31208	709.72	
652.19674	710.04	
652.01018	710.35	
651.9467	710.66	
651.90826	710.96	
651.95177	711.14	
651.98813	711.31	
652.09542	711.42	
652.20181	711.49	
652.21016	711.55	
652.13833	711.6	
652.04147	711.65	
651.8412	711.65	
651.7655	711.63	
651.74434	711.54	
651.75925	711.4	
651.82273	711.22	
651.82123	711.02	
651.74166	710.74	
651.71156	710.46	
651.64898	710.16	
651.53543	709.89	
651.4493	709.62	
651.29612	709.39	
651.17065	709.2	
651.09406	709.05	
651.12654	708.97	
651.21804	708.96	
651.39387	709	
651.50265	709.07	
651.62663	709.2	
651.64153	709.42	
651.47165	709.65	
651.41175	709.99	
651.13101	710.33	
651.05889	710.69	
651.08691	711.13	
651.13668	711.55	
651.24486	712.03	
651.45735	712.5	
651.5399	712.9	
651.63586	713.3	
651.72706	713.58	
651.71424	713.86	
651.65524	714.09	
651.40668	714.24	
651.25141	714.37	
651.16886	714.4	
651.27824	714.39	
651.41145	714.28	
651.72706	714.1	
651.86475	713.81	
652.04833	713.47	
651.94968	713.12	
651.8713	712.75	
651.67073	712.36	
651.59027	711.87	
651.55212	711.37	
651.57984	710.98	
651.64332	710.59	
651.7515	710.32	
651.80395	710.08	
651.84955	709.84	
651.94879	709.62	
651.87667	709.41	
651.86117	709.34	
651.66149	709.28	
651.55927	709.28	
651.44811	709.32	
651.43857	709.42	
651.50831	709.53	
651.65315	709.65	
651.75209	709.9	
651.91303	710.22	
651.97233	710.59	
651.94074	711.02	
651.88233	711.4	
651.71871	711.82	
651.63616	712.2	
651.69666	712.58	
651.78339	712.94	
651.88829	713.18	
651.97352	713.37	
651.96369	713.47	
651.92316	713.48	
651.95147	713.44	
651.92972	713.33	
651.90319	713.19	
651.87697	713.03	
651.80276	712.81	
651.82422	712.58	
651.95594	712.34	
652.0379	712.08	
652.29062	711.86	
652.35112	711.64	
