607.09003	235.93	647
606.94042	236.2	651
606.83105	236.2	651
606.82509	236.18	649
606.92582	236.16	642
607.03967	236.12	649
607.19196	236.09	647
607.25991	236.07	645
607.37733	236.06	645
607.42382	236.06	653
607.44557	236.06	645
607.52187	236.03	642
607.50965	236	641
607.47865	235.97	651
607.5019	235.93	641
607.5925	235.88	643
607.59608	235.83	649
607.70873	235.78	647
607.72154	235.73	645
607.72631	235.68	642
607.63303	235.66	645
607.58475	235.65	645
607.47359	235.63	645
607.43634	235.63	639
607.37792	235.63	642
607.43425	235.62	645
607.48223	235.59	643
607.56538	235.56	642
607.56478	235.49	644
607.51561	235.41	639
607.46435	235.33	639
607.3666	235.24	645
607.31027	235.14	651
607.22146	235.04	643
607.19702	234.94	645
607.23189	234.88	651
607.26467	234.83	649
607.29954	234.8	649
607.32309	234.76	651
607.32815	234.73	650
607.23755	234.71	648
607.22504	234.69	647
607.10076	234.68	645
607.02536	234.66	653
606.98692	234.64	645
606.96188	234.6	
606.95145	234.58	
607.09361	234.56	
607.17288	234.54	
607.27779	234.52	
607.3362	234.51	
607.32189	234.49	
607.30699	234.49	
607.17199	234.49	
607.06261	234.49	
607.05308	234.47	
607.06887	234.46	
607.10732	234.44	
607.24918	234.43	
607.30968	234.42	
607.45779	234.41	
607.54064	234.4	
607.56985	234.39	
607.51859	234.38	
607.39104	234.39	
607.27838	234.41	
607.05338	234.45	
606.97202	234.49	
606.96546	234.53	
606.96963	234.56	
607.04593	234.62	
607.09152	234.67	
607.12788	234.72	
607.1252	234.74	
607.04384	234.75	
607.00986	234.73	
606.91628	234.72	
606.85787	234.71	
606.76161	234.65	
606.70916	234.57	
606.657	234.48	
606.63435	234.39	
606.68919	234.32	
606.69783	234.25	
606.71124	234.19	
606.7035	234.13	
606.64151	234.08	
606.60574	234.06	
606.60008	234.04	
606.5816	234	
606.58816	233.99	
606.61588	233.96	
606.60515	233.93	
606.5974	233.89	
606.58071	233.85	
606.56164	233.8	
606.55597	233.76	
606.56581	233.73	
606.61349	233.72	
606.64121	233.68	
606.68323	233.67	
606.72495	233.67	
606.73628	233.68	
606.72138	233.7	
606.70916	233.71	
606.60932	233.72	
606.55389	233.74	
606.43855	233.76	
606.38431	233.78	
606.35213	233.8	
606.4168	233.82	
606.4618	233.83	
606.5375	233.82	
606.60455	233.86	
606.59084	233.9	
606.53511	233.92	
606.39355	233.94	
606.27226	233.98	
606.21414	234.01	
606.17272	234.05	
606.13189	234.1	
