2023-05-15 14:06:03.000622	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2929, 2939, 2941, 2933, 2915, 2939, 2965, 2947, 2940, 2926, 2939, 2929, 2930, 2935, 2938, 2942, 2906, 2951, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2023-05-15 14:06:04.000949	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2929, 2939, 2941, 2933, 2915, 2939, 2965, 2947, 2940, 2926, 2939, 2929, 2930, 2935, 2938, 2942, 2906, 2951, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2023-05-15 14:06:05.000277	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2929, 2939, 2940, 2934, 2916, 2939, 2965, 2948, 2940, 2926, 2938, 2930, 2930, 2935, 2939, 2942, 2906, 2951, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2023-05-15 14:06:06.000606	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2929, 2939, 2940, 2934, 2916, 2939, 2965, 2948, 2940, 2926, 2938, 2930, 2930, 2935, 2939, 2942, 2906, 2951, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2023-05-15 14:06:07.000930	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2929, 2939, 2940, 2934, 2916, 2939, 2965, 2948, 2940, 2926, 2938, 2930, 2930, 2935, 2939, 2942, 2906, 2951, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2023-05-15 14:06:08.000258	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2929, 2939, 2940, 2934, 2916, 2939, 2965, 2948, 2940, 2926, 2938, 2930, 2930, 2935, 2939, 2942, 2906, 2951, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2023-05-15 14:06:09.000585	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2929, 2939, 2940, 2933, 2918, 2939, 2965, 2947, 2940, 2926, 2938, 2929, 2931, 2934, 2939, 2942, 2906, 2951, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2023-05-15 14:06:10.000911	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2929, 2939, 2940, 2933, 2918, 2939, 2965, 2947, 2940, 2926, 2938, 2929, 2931, 2934, 2939, 2942, 2906, 2951, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2023-05-15 14:06:11.000240	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2929, 2939, 2940, 2933, 2918, 2939, 2965, 2947, 2940, 2926, 2938, 2929, 2931, 2934, 2939, 2942, 2906, 2951, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2023-05-15 14:06:12.000566	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2929, 2939, 2940, 2933, 2918, 2939, 2965, 2947, 2940, 2926, 2938, 2929, 2931, 2934, 2939, 2942, 2906, 2951, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
